"","hhpiso","hhrooms","hhwater","hhwaterin","hhbano","hhownhouse","hhsize","hhelect","clus","headmale","headage","heademp","wifeage","wifeeduc","headeduc","child_0to5","boy_0to5","index","conspcfood_t0","conspcfood_t1","conspcfood_t2","conspcnonfood_t0","conspcnonfood_t1","conspcnonfood_t2","conspc_t0","conspc_t1","conspc_t2"
"641",1,2,1,0,0,1,6,1,19,1,47,0,45,NA,6,2,1,-0.175999999046326,145.520004272461,195.453338623047,395.186676025391,64.3666687011719,256.331115722656,97.7777786254883,209.886672973633,451.784454345703,492.964447021484
"642",0,1,0,0,0,1,5,1,19,2,55,1,NA,3,2,0,0,1.32799983024597,380.063995361328,388.623992919922,390.335998535156,208.282669067383,121.389343261719,84.6106643676758,588.3466796875,510.013336181641,474.946655273438
"643",0,1,0,0,0,1,5,1,19,1,29,1,23,2,6,3,2,0.62799996137619,211.432006835938,375.783996582031,439.127990722656,69.0453338623047,90.4000015258789,173.122665405273,280.477355957031,466.183990478516,612.250671386719
"644",0,1,1,1,0,1,6,1,19,1,44,1,42,2,NA,0,0,1.34999990463257,160.5,435.337127685547,390.193328857422,3.04666662216187,106,62,163.546661376953,541.337158203125,452.193328857422
"645",1,1,0,0,0,1,4,1,19,1,37,1,35,2,9,0,0,-0.446333348751068,600.27001953125,601.340026855469,625.950012207031,356.149993896484,311.179992675781,171.25,956.420043945312,912.52001953125,797.200012207031
"646",0,1,0,0,0,1,4,1,19,2,40,1,NA,3,1,0,0,0.949000060558319,164.779998779297,542.489990234375,535,21.8199996948242,80,224.866668701172,186.600006103516,622.489990234375,759.86669921875
"647",0,1,0,0,0,0,5,1,19,1,31,1,29,2,9,1,0,1.87399983406067,267.928009033203,333.839996337891,336.407989501953,48.3226661682129,68.6133270263672,79.3333358764648,316.250671386719,402.453308105469,415.741333007812
"648",0,1,0,0,0,1,7,1,19,1,45,1,39,2,3,0,0,2.12399983406067,240.902862548828,348.820007324219,366.6533203125,41.1142883300781,73.5200042724609,83.3333358764648,282.017150878906,422.340026855469,449.986663818359
"649",0,2,0,0,0,1,6,1,19,1,35,0,34,2,6,0,0,1.19699990749359,218.99333190918,426.573333740234,396.613342285156,53.6911087036133,127.595550537109,71.9755554199219,272.684448242188,554.168884277344,468.588897705078
"650",1,1,0,0,1,1,5,1,19,1,37,1,30,NA,NA,1,0,-0.216499984264374,320.144012451172,334.696014404297,287.615997314453,10.8479995727539,50.015998840332,51.4613342285156,330.992004394531,384.712005615234,339.077331542969
"651",0,1,0,0,0,1,7,1,19,1,58,1,50,NA,3,2,0,1.8289999961853,200.548568725586,749,271.474273681641,47,342.720001220703,76.7619018554688,247.548568725586,1091.71997070312,348.236175537109
"652",1,1,1,1,0,0,4,0,19,1,35,1,30,2,6,0,0,0.482000052928925,331.700012207031,714.046691894531,794.6533203125,58.8699989318848,144.631118774414,195.255554199219,390.570007324219,858.677795410156,989.908874511719
"653",0,1,0,0,0,1,4,1,19,1,22,1,19,2,4,2,1,1.5479998588562,207.580001831055,410.880004882812,239.679992675781,81,144.096664428711,85.2900009155273,288.580017089844,554.976684570312,324.970001220703
"654",0,1,0,0,0,1,4,1,19,1,25,1,23,2,2,1,1,1.55799984931946,252.520004272461,357.380004882812,230.264007568359,73.5,142.800003051758,89.0319976806641,326.02001953125,500.179992675781,319.296020507812
"655",0,1,1,0,0,1,4,1,19,1,33,1,30,4,15,1,0,0.762999951839447,232.190002441406,446.190002441406,426.929992675781,48.3033332824707,132.440002441406,160.796661376953,280.493347167969,578.630004882812,587.726684570312
"656",0,1,0,0,0,1,7,1,19,1,48,1,39,NA,NA,1,1,1.30499994754791,217.668563842773,460.100006103516,504.32666015625,37.7371444702148,786,216.933334350586,255.405700683594,1246.09997558594,721.260009765625
"657",0,1,0,0,0,1,9,1,19,1,82,0,70,NA,NA,3,2,2.06900000572205,142.66667175293,374.194274902344,352.794281005859,34.8933334350586,135.480010986328,124.119995117188,177.559997558594,509.674285888672,476.914276123047
"658",1,1,0,0,0,1,6,1,19,1,34,1,33,3,8,0,0,0.680000007152557,137.67333984375,266.786651611328,468.660003662109,31.8800010681152,66.4266662597656,204.293334960938,169.553344726562,333.213317871094,672.953369140625
"659",0,2,0,0,0,1,8,1,19,1,35,1,33,3,9,3,1,2.26199984550476,202.229995727539,450.470001220703,465.450012207031,45,115.391670227051,156.258331298828,247.229995727539,565.861694335938,621.708374023438
"660",0,1,1,0,0,1,4,1,19,1,38,1,34,2,9,0,0,0.912000000476837,232.190002441406,339.190002441406,360.589996337891,21.0699996948242,116.25,15.3500003814697,253.260009765625,455.440002441406,375.940002441406
"661",1,1,1,0,0,1,5,1,19,1,25,1,25,3,6,2,1,0.201333343982697,130.968002319336,435.704010009766,389.480010986328,11.8559999465942,86.9253311157227,171.015991210938,142.824005126953,522.629333496094,560.495971679688
"662",0,1,0,0,0,1,6,0,19,1,82,1,69,NA,NA,1,0,3.43499994277954,92.0199966430664,196.880004882812,327.420013427734,10.4355545043945,23.6628570556641,99.2600021362305,102.455551147461,220.542861938477,426.680023193359
"663",0,1,0,0,0,0,5,1,19,1,25,1,20,2,2,3,3,2.03999996185303,272.2080078125,196.880004882812,575.231994628906,233.029327392578,79.1999969482422,74.3386688232422,505.237335205078,276.080017089844,649.570678710938
"664",1,1,0,0,0,1,7,1,19,1,37,1,38,3,9,1,0,0.415000021457672,158.971435546875,245.182861328125,238.457138061523,29.668571472168,16.3428573608398,18.1428565979004,188.640014648438,261.525726318359,256.600006103516
"665",1,1,0,0,0,1,5,1,19,1,53,0,48,NA,NA,0,0,1.03233325481415,393.760009765625,341.115997314453,523.015991210938,61.1360015869141,66.2600021362305,79.6666641235352,454.89599609375,407.376007080078,602.682678222656
"666",0,1,0,0,1,0,4,1,19,1,25,1,21,2,6,2,2,1.16199994087219,116.629997253418,119.839996337891,437.630004882812,15,28.25,64.25,131.630004882812,148.089996337891,501.880004882812
"667",0,1,0,0,1,1,5,1,19,1,44,1,33,2,6,0,0,-0.0439999736845493,625.736022949219,559.823974609375,433.706665039062,142.986663818359,156.432006835938,269.046661376953,768.72265625,716.255981445312,702.753295898438
"668",0,1,0,0,0,0,9,1,19,1,48,1,42,2,2,2,0,1.94099998474121,174.053329467773,1309.68005371094,669.820007324219,10.2977781295776,194.466674804688,253.139999389648,184.351104736328,1504.14672851562,922.960021972656
"669",0,1,1,0,0,1,4,1,19,1,36,0,37,2,6,0,0,-0.0979999899864197,285.690002441406,386.269989013672,559.253356933594,28.75,157.486663818359,135.133331298828,314.440002441406,543.756652832031,694.38671875
"670",0,1,0,0,0,0,7,1,19,1,31,1,28,2,9,3,1,1.08999991416931,117.394287109375,274.531433105469,368.691436767578,99.5542907714844,106.468574523926,209.540939331055,216.948577880859,381,578.232360839844
"671",0,1,0,0,0,0,4,1,19,1,29,1,27,2,5,0,0,1.58299994468689,331.700012207031,745.789978027344,750.070007324219,161.506652832031,154.139999389648,117.349998474121,493.206665039062,899.929992675781,867.419982910156
"672",1,1,0,0,0,1,8,1,19,1,50,1,37,3,NA,2,0,1.43599987030029,127.330001831055,410.880004882812,634.866638183594,114.491668701172,122.120002746582,254.244445800781,241.821670532227,533,889.111083984375
"673",0,1,0,0,0,1,5,1,19,1,32,1,33,2,7,0,0,1.61899995803833,124.120002746582,363.799987792969,398.040008544922,28,77.6026611328125,28.560001373291,152.119995117188,441.402648925781,426.600006103516
"674",0,1,0,0,0,1,11,1,19,1,44,1,49,2,NA,2,1,2.04133319854736,262.636352539062,197.269088745117,390.549987792969,153.673934936523,50.4872741699219,107.666664123535,416.310302734375,247.756362915039,498.216644287109
"675",0,1,0,0,0,1,6,1,19,2,29,1,30,3,NA,2,1,2.69599986076355,195.453338623047,348.106658935547,376.640014648438,20.4733333587646,56.7844467163086,222.111114501953,215.926666259766,404.89111328125,598.751098632812
"676",0,1,1,0,0,0,5,1,19,1,30,1,23,2,9,2,1,1.86399984359741,314.152008056641,321.855987548828,385.200012207031,160.975997924805,69.3066711425781,224.912002563477,475.127990722656,391.162658691406,610.111999511719
"677",0,1,1,0,0,1,5,1,19,1,36,1,33,2,6,0,0,0.622999966144562,188.320007324219,259.368011474609,348.391998291016,132.735992431641,36.3786659240723,115.751998901367,321.055999755859,295.746673583984,464.143981933594
"678",1,1,1,0,0,0,5,1,19,1,28,1,28,2,5,1,0,0.311999976634979,239.679992675781,184.89599609375,342.399993896484,20.8559989929199,62.7333335876465,41.1226654052734,260.535980224609,247.629333496094,383.522644042969
"679",0,2,1,1,0,1,4,1,19,1,61,0,60,2,6,0,0,0.651666700839996,583.150024414062,601.340026855469,471.869995117188,47.810001373291,1125.46337890625,149.190002441406,630.960021972656,1726.80346679688,621.059997558594
"680",0,1,1,0,0,0,6,1,19,1,39,1,36,3,8,0,0,0.599999964237213,365.940002441406,519.102844238281,138.386672973633,94.5888900756836,243.860961914062,154.444442749023,460.528900146484,762.963806152344,292.831115722656
"681",0,1,0,0,0,1,11,1,19,1,45,1,43,2,3,2,0,2.19169998168945,63.8109092712402,199.325714111328,523.22998046875,37.8715133666992,46.2590484619141,91.5883331298828,101.682418823242,245.584762573242,614.818298339844
"682",0,1,0,0,0,1,5,1,19,2,30,1,NA,2,2,2,1,2.74000000953674,130.111999511719,249.951995849609,172.055999755859,16,103.951995849609,62.9680023193359,146.111999511719,353.903991699219,235.024002075195
"683",0,2,0,0,0,1,4,1,19,1,33,1,32,2,3,0,0,0.558999955654144,236.470001220703,360.589996337891,376.640014648438,221.630004882812,75.3499984741211,174.289993286133,458.100006103516,435.940002441406,550.929992675781
"684",0,2,0,0,0,1,7,1,19,1,33,1,32,3,6,1,1,0.323499977588654,237.845718383789,294.785003662109,299.956665039062,31.2228584289551,113.160003662109,142.494445800781,269.068572998047,407.945007324219,442.451110839844
"685",0,1,0,0,0,1,7,1,19,2,40,1,30,3,NA,1,1,2.26766657829285,266.582855224609,210.331436157227,96.3000030517578,25.6000003814697,52.3142852783203,61.3066673278809,292.182861328125,262.645721435547,157.606674194336
"686",1,1,0,0,0,0,5,0,19,1,33,1,32,3,9,1,0,1.14399993419647,188.320007324219,268.783996582031,357.808013916016,255.618667602539,62.3413314819336,214.138671875,443.938659667969,331.125335693359,571.946655273438
"687",1,1,0,0,0,0,5,1,19,1,28,1,26,3,9,1,0,0.87200003862381,283.335998535156,426.287994384766,279.911987304688,199.89599609375,176.101333618164,8.85599994659424,483.231994628906,602.389343261719,288.767974853516
"688",0,2,0,0,0,1,8,1,19,1,52,0,49,2,3,1,1,1.36259984970093,33.7050018310547,528.580017089844,320.286651611328,114.130004882812,160.910003662109,55.446662902832,147.835006713867,689.489990234375,375.733306884766
"689",0,2,0,0,0,1,7,1,19,1,43,1,37,2,5,1,0,1.14516663551331,131.457138061523,288.594299316406,710.47998046875,83.5561904907227,151.942855834961,608.310485839844,215.013336181641,440.537170410156,1318.79052734375
"690",1,1,0,0,0,1,5,1,19,1,24,1,20,2,9,2,1,-0.163999974727631,305.592010498047,249.951995849609,312.440002441406,584.530639648438,55.9759979248047,106.208000183105,890.122680664062,305.927978515625,418.648010253906
"691",0,1,0,0,0,1,4,1,19,1,22,1,17,2,2,2,2,1.54299998283386,411.950012207031,418.369995117188,417.299987792969,421.256652832031,209.793334960938,32.5,833.206665039062,628.163330078125,449.799987792969
"692",0,1,0,0,0,1,4,1,19,1,25,1,20,2,4,2,0,1.55799984931946,207.580001831055,452.609985351562,419.440002441406,21.25,125.550003051758,101.666664123535,228.830001831055,578.159973144531,521.106689453125
"693",0,1,1,0,0,1,6,1,19,1,30,1,29,2,NA,1,0,1.53799986839294,210.433334350586,355.239990234375,378.779998779297,17.533332824707,78.0111083984375,83.0666656494141,227.966674804688,433.251098632812,461.8466796875
"694",0,2,0,0,0,1,4,1,19,1,43,0,39,NA,NA,0,0,-0.505800008773804,409.809997558594,190.460006713867,385.200012207031,34.6399993896484,46.3766670227051,50,444.450012207031,236.836669921875,435.200012207031
"695",0,1,0,0,0,0,4,1,19,2,28,1,NA,2,9,2,2,1.95899987220764,245.029998779297,265.359985351562,284.619995117188,103.74666595459,89.8899993896484,82.8066711425781,348.776672363281,355.25,367.426666259766
"696",0,1,0,0,0,1,4,1,19,1,45,1,41,2,NA,0,0,1.13599991798401,243.960006713867,335.980010986328,283.549987792969,33.2099990844727,143.320007324219,350.399993896484,277.170013427734,479.300018310547,633.949951171875
"697",0,2,0,0,0,0,4,1,19,1,24,1,18,3,6,2,0,0.583000004291534,162.639999389648,282.480010986328,380.063995361328,37.9633331298828,24.6399993896484,36.8479995727539,200.603332519531,307.119995117188,416.911987304688
"698",0,1,0,0,0,1,5,1,19,1,46,1,42,2,6,0,0,1.2923332452774,539.280029296875,280.768005371094,410.880004882812,119.559997558594,65.2239990234375,50,658.840026855469,345.992004394531,460.880004882812
"699",0,1,0,0,0,1,4,1,19,1,23,1,25,2,2,2,1,1.5479998588562,209.720001220703,332.769989013672,315.649993896484,15.710000038147,150.343322753906,27,225.43000793457,483.113311767578,342.649993896484
"700",1,1,0,0,0,1,8,1,19,1,51,1,35,NA,0,1,1,1.09909999370575,105.394996643066,228.979995727539,302.274993896484,73.875,59.033332824707,78.5033340454102,179.269989013672,288.013336181641,380.7783203125
"701",1,1,1,0,0,1,6,1,19,1,36,0,32,2,NA,0,0,1.07400000095367,248.240005493164,260.366668701172,340.973327636719,142.722229003906,58.6666679382324,21.9266662597656,390.962219238281,319.033325195312,362.899993896484
"702",0,1,1,1,0,1,5,1,19,1,35,1,34,2,9,1,0,-0.114000022411346,471.656005859375,372.359985351562,369.7919921875,76,178.018661499023,117.487998962402,547.656005859375,550.378662109375,487.279998779297
"703",1,1,1,1,0,1,6,1,19,1,36,1,34,2,7,1,0,0.745999991893768,139.100006103516,340.260009765625,323.853332519531,47.5400009155273,24.7600002288818,106.295555114746,186.640014648438,365.02001953125,430.148895263672
"704",0,1,0,0,0,1,4,1,19,1,26,1,18,2,5,2,2,1.55799984931946,306.019989013672,469.730010986328,420.510009765625,408.260009765625,281.669982910156,141.350006103516,714.280029296875,751.400024414062,561.859985351562
"705",1,1,0,0,0,1,6,1,19,1,36,1,34,3,6,1,0,1.63599991798401,246.100006103516,457.959991455078,265.359985351562,55.7066650390625,84.4333343505859,46.7044448852539,301.806671142578,542.393310546875,312.064422607422
"706",1,1,1,1,0,0,6,1,19,1,33,1,33,3,9,1,0,0.299499988555908,429.426666259766,539.280029296875,364.513336181641,201.166656494141,192.995559692383,94.4666595458984,630.593322753906,732.275573730469,458.97998046875
"707",1,2,0,0,0,1,8,1,19,1,37,1,32,2,2,0,0,0.732000052928925,330.095001220703,250.380004882812,319.394989013672,301.831695556641,80.620002746582,105.001663208008,631.926696777344,331,424.396667480469
"708",0,2,0,0,0,1,7,1,19,1,45,0,45,2,1,1,0,0.558499991893768,120.451431274414,259.857147216797,187.097137451172,61.8514289855957,48.0952377319336,59.4171447753906,182.302856445312,307.952392578125,246.514282226562
"709",0,2,1,1,0,1,7,1,19,1,42,1,36,3,6,0,0,0.879166662693024,203.605712890625,392.903991699219,444.264007568359,89.6933364868164,203.890655517578,253.912017822266,293.299041748047,596.794677734375,698.176025390625
"710",1,1,1,0,0,1,6,1,19,1,41,1,29,2,2,1,0,0.441999971866608,446.546661376953,146.233337402344,296.746673583984,209.740005493164,55.3533325195312,88.424446105957,656.286682128906,201.586669921875,385.171112060547
"711",0,1,1,0,0,1,6,1,19,1,32,1,28,2,NA,2,1,1.46799993515015,225.413330078125,276.059997558594,258.940002441406,67.6111145019531,26.9266662597656,62.5488891601562,293.024444580078,302.986663818359,321.488891601562
"712",0,3,1,1,0,1,6,1,19,1,39,1,68,NA,9,0,0,-0.597000002861023,316.006652832031,319.777130126953,472.226654052734,289.955535888672,207.251434326172,540.055541992188,605.962158203125,527.028564453125,1012.2822265625
"713",1,3,1,1,0,1,6,1,19,1,45,1,44,NA,3,0,0,-0.372999995946884,183.32666015625,319.165710449219,403.390014648438,108.315559387207,181.032379150391,189.633331298828,291.642211914062,500.198089599609,593.023315429688
"714",0,1,0,0,0,0,5,1,19,1,37,1,31,2,6,0,0,-0.231499999761581,321.855987548828,513.599975585938,388.623992919922,114.199996948242,227.933334350586,88.2986679077148,436.055969238281,741.533325195312,476.922668457031
"715",0,1,1,0,0,1,6,1,19,1,36,1,30,2,5,0,0,0.632000029087067,226.126663208008,185.94221496582,264.646667480469,85.6866683959961,173.314086914062,178.055557250977,311.813323974609,359.256286621094,442.702209472656
"716",0,1,0,0,0,1,4,1,19,1,21,1,21,2,3,2,2,1.06299996376038,271.779998779297,213.143997192383,303.023986816406,101.430000305176,122.61067199707,79.9440002441406,373.209991455078,335.754669189453,382.967987060547
"717",0,1,1,1,0,1,7,1,19,1,38,1,33,2,3,1,0,0.851166665554047,471.411437988281,463.462860107422,461.628570556641,292.891418457031,194.575241088867,56.8971405029297,764.302856445312,658.0380859375,518.525695800781
"718",1,2,1,1,0,0,10,1,19,1,30,1,32,2,6,2,1,-0.245666652917862,278.627990722656,383.977142333984,647.502868652344,152.739990234375,131.508575439453,373.51806640625,431.367980957031,515.485717773438,1021.02093505859
"719",1,1,1,1,1,1,4,1,19,1,36,1,30,2,6,1,0,-0.526000022888184,785.380004882812,740.440002441406,688.010009765625,553.203369140625,204.339996337891,318.600006103516,1338.58337402344,944.780029296875,1006.60998535156
"720",0,1,1,0,0,1,9,1,19,1,51,1,46,2,1,4,3,1.85233330726624,203.537780761719,403.175994873047,267.071990966797,174.365936279297,89.8639984130859,426,377.903717041016,493.039978027344,693.072021484375
"721",0,1,1,0,0,1,6,1,19,1,23,1,22,3,9,4,2,1.54999995231628,243.246673583984,306.447998046875,346.679992675781,88.2111053466797,100.59733581543,77.4960021972656,331.457763671875,407.045349121094,424.175994873047
"722",0,1,0,0,0,1,10,1,19,1,22,1,20,2,5,2,2,1.26499998569489,284.619995117188,411.950012207031,182.328002929688,98.3166656494141,144.443328857422,33.560001373291,382.936645507812,556.393310546875,215.888000488281
"723",1,1,1,1,0,0,5,1,19,1,58,1,35,3,3,2,0,1.73000001907349,472.511993408203,864.559997558594,988.679992675781,124.703994750977,200.946670532227,29.2800006866455,597.216003417969,1065.50671386719,1017.96002197266
"724",1,2,1,0,0,1,5,1,19,1,37,1,36,2,15,1,0,0.51066666841507,685.656005859375,386.626678466797,429.426666259766,258.055999755859,139.793334960938,25.8333320617676,943.712036132812,526.420043945312,455.260009765625
"725",1,1,0,0,0,1,6,1,19,1,59,1,41,4,2,0,0,-0.350800007581711,520.02001953125,334.696014404297,336.407989501953,265.477783203125,198.704010009766,219.839996337891,785.497802734375,533.400024414062,556.247985839844
"726",0,1,0,0,0,1,4,1,19,1,24,1,19,2,9,2,0,0.877000033855438,196.880004882812,347.75,246.100006103516,250.139999389648,245.350006103516,118.050003051758,447.02001953125,593.099975585938,364.150024414062
"727",1,1,0,0,1,1,9,1,19,1,47,1,46,NA,NA,3,3,1.7039999961853,306.733337402344,269.105010986328,324.209991455078,149.379272460938,41.7849998474121,74.9899978637695,456.112609863281,310.890014648438,399.199981689453
"728",1,2,1,1,1,1,9,1,19,1,45,1,45,2,2,1,1,-0.210700005292892,546.888916015625,271.542236328125,385.734985351562,228.154083251953,29.5955562591553,80.3783340454102,775.04296875,301.137786865234,466.113311767578
"729",1,2,0,0,0,1,5,1,19,1,33,1,32,2,9,0,0,-0.689499974250793,294.463989257812,295.320007324219,445.976013183594,86.3199996948242,108.111999511719,231.397323608398,380.783996582031,403.432006835938,677.373352050781
"730",1,2,1,1,1,0,4,1,19,1,30,1,21,3,9,2,2,0.433999955654144,262.149993896484,594.919982910156,575.659973144531,107.326667785645,326.369995117188,590.156616210938,369.476654052734,921.289978027344,1165.81665039062
"731",1,2,1,1,1,1,4,1,19,1,36,0,38,7,13,0,0,-1.89300000667572,563.890014648438,533.929992675781,620.599975585938,162.126663208008,255.00666809082,259.880004882812,726.016662597656,788.936645507812,880.47998046875
"732",0,1,1,0,0,1,5,1,19,1,38,0,41,2,6,1,0,0.666999995708466,295.320007324219,158.360000610352,554.68798828125,77.9599990844727,62.544002532959,671.970642089844,373.279998779297,220.904006958008,1226.65869140625
"733",1,1,1,0,0,1,7,1,19,1,50,1,24,7,4,1,0,-1.26480007171631,416.015991210938,213.388565063477,262.684997558594,402.696014404297,104.388572692871,232.824996948242,818.712036132812,317.777130126953,495.510009765625
"734",1,2,1,0,0,1,10,1,19,1,62,0,51,2,6,2,1,-0.809238076210022,170.772003173828,345.824005126953,232.342849731445,113.111999511719,280.968017578125,132.639999389648,283.884002685547,626.7919921875,364.982849121094
"735",0,1,1,0,0,1,9,1,19,1,42,1,39,2,8,0,0,1.85080003738403,152.653335571289,252.044448852539,274.395568847656,78.2770385742188,84.5555572509766,115.173332214355,230.930374145508,336.600006103516,389.568908691406
"736",0,1,1,0,0,1,4,1,19,1,25,1,32,3,3,0,0,-0.55733335018158,189.389999389648,217.566665649414,501.829986572266,68.5,111.286666870117,168.309997558594,257.890014648438,328.853332519531,670.140014648438
"737",0,1,0,0,0,1,1,1,19,1,39,1,40,2,6,1,0,0.403166711330414,227.451431274414,240.902862548828,362.5771484375,125.047622680664,58.4342880249023,89.7714233398438,352.499053955078,299.337158203125,452.348571777344
"738",1,2,1,0,0,1,10,1,19,1,48,1,39,2,1,1,0,0.32233327627182,131.824005126953,135.792724609375,169.254547119141,51.2480010986328,21.2981815338135,192.814544677734,183.072006225586,157.090911865234,362.069091796875
"739",1,2,1,1,0,1,5,1,19,2,37,1,NA,2,9,2,2,-0.533500015735626,657.408020019531,257.656005859375,885.960021972656,201.279998779297,99.0079956054688,315.098663330078,858.68798828125,356.664001464844,1201.05871582031
"740",1,2,1,0,0,0,8,1,19,1,33,1,33,2,9,0,0,-0.0579999722540379,327.420013427734,302.809997558594,409.274993896484,25.4799995422363,162.854995727539,58.875,352.900024414062,465.664978027344,468.149993896484
"741",1,1,1,0,0,0,5,1,19,1,26,1,26,3,3,1,1,-0.294666677713394,317.575988769531,332.769989013672,249.309997558594,241.647994995117,105.206665039062,134.929992675781,559.223999023438,437.976654052734,384.239990234375
"742",0,1,1,0,0,1,6,1,19,1,44,1,40,2,2,1,1,1.58800005912781,145.520004272461,353.813323974609,243.960006713867,104.111106872559,206.600006103516,26.4266662597656,249.631103515625,560.413330078125,270.386657714844
"743",1,2,1,1,1,1,7,1,19,1,54,1,42,2,6,0,0,-1.02950000762939,535,223.843994140625,368.507995605469,512.200012207031,135.073333740234,287.768005371094,1047.19995117188,358.917327880859,656.276000976562
"744",0,1,0,0,0,1,4,1,19,1,20,1,19,3,8,2,1,0.571000039577484,177.619995117188,178.690002441406,343.470001220703,75.3000030517578,54.2900009155273,69.9300003051758,252.919998168945,232.980010986328,413.399993896484
"745",1,1,0,0,0,0,4,1,19,1,25,1,19,2,8,2,1,0.120999991893768,315.649993896484,380.920013427734,436.559997558594,208.729995727539,45.8266677856445,212.600006103516,524.380004882812,426.746673583984,649.160034179688
"746",1,2,1,1,1,1,4,1,19,1,49,1,45,NA,NA,0,0,-0.694000005722046,238.610000610352,405.529998779297,127.330001831055,19.4599990844727,230.970001220703,27.3500003814697,258.070007324219,636.5,154.68000793457
"747",0,2,1,1,0,1,5,1,19,1,44,1,37,2,NA,1,1,0.602500021457672,328.704010009766,573.52001953125,308.873321533203,103.352005004883,46.2346649169922,143.639999389648,432.056030273438,619.754699707031,452.513305664062
"748",0,1,0,0,0,1,6,1,19,1,55,1,32,2,9,2,0,0.316999971866608,169.059997558594,417.299987792969,178.048004150391,154.633331298828,111.715560913086,149.167999267578,323.693328857422,529.015563964844,327.216003417969
"749",0,1,0,0,0,0,4,1,19,1,42,1,32,NA,6,1,0,0.0149999829009175,251.449996948242,464.380004882812,327.420013427734,185.100006103516,134.709991455078,136.690002441406,436.549987792969,599.089965820312,464.110015869141
"750",0,1,0,0,1,1,8,1,19,1,50,1,42,2,NA,1,1,1.07799994945526,232.725006103516,293.417785644531,154.555557250977,44.0950012207031,326.745147705078,25.5629634857178,276.820007324219,620.162963867188,180.118515014648
"751",0,1,1,0,1,1,8,1,19,1,47,1,42,2,3,2,1,1.80233335494995,170.130004882812,195.809997558594,211.324996948242,115.214996337891,103.593338012695,149.104995727539,285.345001220703,299.4033203125,360.429992675781
"752",0,1,1,0,0,1,6,1,19,1,30,1,32,4,9,0,0,0.156000018119812,428,208.293334960938,380.920013427734,267.317779541016,48.3066673278809,97.9900054931641,695.317749023438,256.600006103516,478.910034179688
"753",1,1,1,0,1,1,8,1,19,1,46,1,37,2,3,1,1,-0.264400005340576,86.6699981689453,168.524993896484,256.799987792969,50.6150016784668,28.5699996948242,101.853332519531,137.285003662109,197.095001220703,358.6533203125
"754",1,1,1,0,0,0,5,1,19,1,39,1,34,3,15,1,0,-0.0289999861270189,325.279998779297,308.160003662109,265.359985351562,210.776000976562,19.2800006866455,52.6966667175293,536.056030273438,327.440002441406,318.056640625
"755",0,1,0,0,0,1,6,1,19,1,51,1,52,2,6,0,0,0.548000037670135,242.73713684082,316.720001220703,637.719970703125,112.615234375,47.1577758789062,204.673324584961,355.352355957031,363.877777099609,842.393310546875
"756",0,1,0,0,0,1,5,1,19,1,48,1,38,3,5,0,0,0.979999959468842,142.951995849609,208.863998413086,153.223999023438,16.0480003356934,27.7119998931885,48.0960006713867,159,236.57600402832,201.320007324219
"757",0,NA,1,0,1,1,4,1,19,1,44,1,44,2,6,1,0,-0.877555549144745,197.949996948242,203.300003051758,159.429992675781,24.9799995422363,65.6566619873047,42.1399993896484,222.929992675781,268.956665039062,201.56999206543
"758",1,2,1,1,1,1,5,1,19,1,45,1,36,2,2,1,0,-0.995916664600372,244.815994262695,256.799987792969,294.463989257812,95.3119964599609,89.3679962158203,135.888000488281,340.127990722656,346.16796875,430.351989746094
"759",0,1,1,0,0,1,6,1,19,1,44,1,38,2,9,1,1,-0.0759999752044678,380.920013427734,232.954284667969,525.217163085938,200.888900756836,147.4228515625,58.0571441650391,581.808898925781,380.377136230469,583.274291992188
"760",1,2,1,0,0,1,8,1,19,1,44,1,40,2,6,0,0,-0.157000005245209,339.725006103516,378.244995117188,155.684997558594,265.439971923828,95.9283294677734,132.278335571289,605.164978027344,474.17333984375,287.963317871094
"761",0,1,0,0,0,0,9,1,19,1,41,1,37,3,6,1,0,1.54999995231628,203.537780761719,155.50666809082,296.271118164062,19.8577766418457,49.0177764892578,39.7599983215332,223.395553588867,204.524444580078,336.031127929688
"762",1,2,0,0,0,1,7,1,19,1,51,1,44,2,14,0,0,-1.43680000305176,398.040008544922,246.405715942383,254.965713500977,119.519996643066,98.1714248657227,24.7676200866699,517.559997558594,344.5771484375,279.733337402344
"763",0,1,0,0,0,1,6,1,19,1,37,1,35,NA,NA,2,1,2.76099991798401,214,153.366668701172,151.940002441406,82.9066696166992,57.1066665649414,118.546669006348,296.906677246094,210.473327636719,270.486663818359
"764",1,1,0,0,0,1,4,1,19,1,30,1,28,3,9,1,0,-0.555999994277954,453.679992675781,325.279998779297,363.799987792969,163.039993286133,96.1199951171875,141.457778930664,616.719970703125,421.399993896484,505.257751464844
"765",0,1,0,0,1,1,5,1,19,1,37,1,37,2,6,0,0,0.180999994277954,439.984008789062,344.967987060547,266.216003417969,247.759994506836,32.3786659240723,14.3600006103516,687.744018554688,377.346649169922,280.575988769531
"766",0,1,0,0,0,1,6,1,19,1,38,1,29,NA,7,1,1,2.38599991798401,319.573333740234,318.859985351562,204.726669311523,175.082229614258,117.053329467773,50.093334197998,494.655578613281,435.913330078125,254.820007324219
"767",0,1,0,0,0,1,6,1,19,1,31,1,28,2,9,3,3,0.607999980449677,375.213348388672,129.82666015625,299.600006103516,181.142227172852,39.2933311462402,142,556.355590820312,169.119995117188,441.600006103516
