"wouldvote","peacefactor","peace_formerenemies","peace_jjindiv","peace_jjtribes","gos_soldier_execute","directlyharmed","age","farmer_dar","herder_dar","pastvoted","hhsize_darfur","village","female"
0,0.794918419993918,1,0,1,0,0,45,1,0,1,12,"Ghibish",0
1,0.592909987627917,1,0,1,1,0,18,1,1,1,6,"Ghoz Doggy",0
0,0,0,0,0,1,0,27,1,0,1,3,"Ginfara",1
1,1,1,1,1,0,0,27,0,0,0,8,"Girgida",0
1,0.501749140715677,0,0,1,0,0,65,1,0,0,12,"Girgida",0
0,0.592909987627917,1,0,1,1,0,35,1,0,1,7,"Girgida",1
0,0,0,0,0,1,0,50,1,0,1,8,"Girgida",1
0,0,0,0,0,1,1,20,0,0,0,9,"Girgida",1
0,0.407090012372083,0,1,0,0,0,38,0,0,1,9,"Girgida",0
0,0,0,0,0,1,0,25,1,1,1,4,"Girgida",1
0,0.501749140715677,0,0,1,0,0,80,1,1,0,26,"Girgida",0
0,1,1,1,1,0,0,36,1,0,0,6,"Girgida",1
0,0,0,0,0,1,0,25,0,0,0,8,"Girgida",0
0,0,0,0,0,1,0,45,1,1,1,8,"Girgida",1
0,0.293169279278242,1,0,0,1,1,25,1,1,0,12,"Girgida",1
0,0.293169279278242,1,0,0,1,1,38,1,0,0,6,"Gobi",1
1,0.293169279278242,1,0,0,1,0,35,1,0,0,4,"Gobi",0
0,1,1,1,1,0,1,40,1,0,0,8,"Gobi",0
0,0,0,0,0,1,0,60,1,0,0,5,"Gobi",0
0,0.202008432366002,0,0,0,0,1,31,0,0,1,12,"Gobi",0
1,0,0,0,0,1,0,45,1,1,0,15,"Gobi",0
1,0.202008432366002,0,0,0,0,1,23,0,0,1,6,"Gobi",0
1,0,0,0,0,1,0,45,1,0,1,7,"Gobi",0
0,0,0,0,0,1,0,25,1,0,1,7,"Gobi",1
1,0,0,0,0,1,1,61,1,0,0,12,"Gobi",0
0,0,0,0,0,1,0,48,1,0,0,11,"Gobi",0
0,0.293169279278242,1,0,0,1,1,34,1,0,1,4,"Godambi",0
1,1,1,1,1,0,1,60,1,0,1,7,"Gogar",0
0,0,0,0,0,1,0,24,1,1,0,15,"Goji",1
0,0,0,0,0,1,0,37,0,0,1,8,"Gondilat",0
0,0,0,0,0,1,1,25,1,0,1,7,"Gondilat",1
0,0,0,0,0,1,0,19,1,0,0,3,"Gondilat",1
0,0.592909987627917,1,0,1,1,1,27,0,0,1,4,"Gondilat",1
1,0.293169279278242,1,0,0,1,0,27,0,0,0,7,"Gondilat",0
0,0.794918419993918,1,0,1,0,1,30,1,0,0,10,"Gono",1
0,0,0,0,0,1,0,26,1,0,1,4,"Gono",0
0,0,0,0,0,1,1,25,1,1,1,9,"Goraba",1
0,0.202008432366002,0,0,0,0,1,40,0,0,0,5,"Goraba",1
0,0,0,0,0,1,0,35,1,0,1,13,"Gorboki",1
1,0.504822288355756,0,1,1,1,1,42,0,0,1,15,"Gorboki",0
0,0.299740708349675,0,0,1,1,0,25,1,0,1,9,"Gorboki",0
1,0.293169279278242,1,0,0,1,0,36,1,1,1,13,"Gorboki",0
1,0.794918419993918,1,0,1,0,0,59,1,1,0,17,"Gorboki",0
0,0,0,0,0,1,0,25,1,0,1,8,"Goroku",1
0,0.592909987627917,1,0,1,1,0,19,1,1,1,8,"Gosimba",1
1,0.794918419993918,1,0,1,0,1,38,1,0,1,11,"Goslayat",0
0,0.498250859284323,1,1,0,1,0,18,1,0,1,7,"Goslayat",1
0,1,1,1,1,0,0,50,1,0,0,8,"Gouba",0
0,0.202008432366002,0,0,0,0,0,19,0,0,1,8,"Goz Bagar",0
1,1,1,1,1,0,0,46,1,0,0,21,"Goz Bagar",0
0,0,0,0,0,1,0,33,1,0,0,6,"Goz Bagar",1
0,0,0,0,0,1,0,28,1,0,1,7,"Goz Beida",1
0,0.495177711644244,1,0,0,0,0,40,1,0,0,4,"Goz Beida",1
0,0,0,0,0,1,0,30,1,0,1,6,"Goz Deega",1
0,0.202008432366002,0,0,0,0,0,35,1,0,0,7,"Goz Deega",1
0,0.495177711644244,1,0,0,0,0,35,1,0,1,4,"Goz Deega",1
1,0.202008432366002,0,0,0,0,0,33,1,0,0,4,"Goz Deega",1
0,0,0,0,0,1,0,70,1,0,1,6,"Goz Deega",1
0,0,0,0,0,1,0,35,1,0,0,7,"Goz Deega",1
0,0.797991567633998,1,1,1,1,1,22,0,0,1,6,"Goz Gabor",1
1,0.495177711644244,1,0,0,0,0,30,0,0,1,8,"Goz Mono",0
1,0.592909987627917,1,0,1,1,1,45,1,1,0,12,"Goz Mono",0
0,0,0,0,0,1,0,67,1,0,1,7,"Gttara",0
1,0.592909987627917,1,0,1,1,0,22,1,0,0,18,"Gubbey",0
1,0.293169279278242,1,0,0,1,0,56,1,0,1,12,"Gubbey",0
0,0.202008432366002,0,0,0,0,0,23,0,0,1,5,"Habila",0
1,0,0,0,0,1,1,24,1,0,1,1,"Habila",0
1,1,1,1,1,0,1,38,1,0,0,7,"Habila",0
0,0,0,0,0,1,0,35,1,0,1,6,"Habila",1
0,0,0,0,0,1,0,27,1,0,1,4,"Habila",1
0,1,1,1,1,0,0,47,0,0,0,9,"Habila",0
0,0.202008432366002,0,0,0,0,1,18,0,0,1,8,"Habila",0
1,0.202008432366002,0,0,0,0,1,45,1,0,0,15,"Habila",0
1,1,1,1,1,0,1,36,1,0,1,4,"Habshaba",0
0,0.501749140715677,0,0,1,0,1,31,0,0,0,5,"Hadjer Suleiman",0
0,0.202008432366002,0,0,0,0,1,25,1,0,1,6,"Hadjer Suleiman",1
1,0.202008432366002,0,0,0,0,0,26,1,0,1,10,"Hai Jadid",0
0,0,0,0,0,1,0,25,1,0,1,8,"Hajar Kharkhita",0
1,0.299740708349675,0,0,1,1,1,18,1,0,1,7,"Hajar Seleman",0
1,1,1,1,1,0,0,33,1,0,0,11,"Hajar farkhabta",0
1,0,0,0,0,1,1,24,1,0,1,5,"Hajilija",0
0,0.293169279278242,1,0,0,1,1,35,1,0,0,9,"Haleila",1
0,1,1,1,1,0,1,34,0,0,0,7,"Haleila",0
0,0.495177711644244,1,0,0,0,1,35,1,0,1,6,"Hara",1
0,0,0,0,0,1,1,45,1,0,1,6,"Harkow",1
1,0.495177711644244,1,0,0,0,0,47,1,0,0,8,"Hashaba",0
1,1,1,1,1,0,0,52,1,0,0,10,"Hashaba",0
0,0,0,0,0,1,0,53,1,0,1,5,"Haskanita",0
1,0.293169279278242,1,0,0,1,0,47,1,0,0,18,"Haskanita",0
1,0.202008432366002,0,0,0,0,1,52,1,0,1,12,"Hee Al Gameena",0
0,0,0,0,0,1,1,28,1,1,1,10,"Heemada",0
0,0.202008432366002,0,0,0,0,0,26,1,0,0,4,"Hijileja",1
0,0,0,0,0,1,0,30,1,0,0,11,"Hila Haraz",1
0,1,1,1,1,0,0,49,1,0,0,9,"Hila Jadad",0
1,0,0,0,0,1,0,28,1,0,0,8,"Hila Kaid",1
0,0.202008432366002,0,0,0,0,1,29,1,1,1,4,"Hila Mara",1
0,0.202008432366002,0,0,0,0,0,58,1,0,0,5,"Hila Zaghawa",0
1,0,0,0,0,1,0,70,0,0,0,9,"Hila Zaghawa",0
1,1,1,1,1,0,0,26,0,0,1,6,"Hila Zaghawa",0
1,0,0,0,0,1,0,27,1,0,1,4,"Hila Zaghawa",0
0,0,0,0,0,1,1,55,1,0,1,8,"Hila Zaghawa",0
0,0,0,0,0,1,1,30,1,0,1,7,"Hila Zaghawa",1
0,0,0,0,0,1,1,35,1,0,1,6,"Hila Zaghawa",0
1,0,0,0,0,1,0,20,1,0,1,8,"Hila Zaghawa",0
0,0.202008432366002,0,0,0,0,0,45,0,0,1,14,"Hilaila",0
1,0.592909987627917,1,0,1,1,1,25,1,1,1,7,"Hilaila",0
0,0.202008432366002,0,0,0,0,0,25,1,0,1,5,"Hilaila",1
0,0,0,0,0,1,1,30,1,0,1,30,"Hilaila",1
0,0,0,0,0,1,1,40,1,0,1,10,"Humeida",1
0,0.797991567633998,1,1,1,1,0,24,1,0,1,3,"Hunu",1
1,0.504822288355756,0,1,1,1,0,25,1,0,1,5,"Hyja Gergeta",0
0,0.797991567633998,1,1,1,1,0,26,1,0,0,20,"Id Al Kheir",1
0,0,0,0,0,1,1,18,1,0,1,10,"Jebel",1
1,0.794918419993918,1,0,1,0,1,77,1,1,0,18,"Jadara",0
1,0.495177711644244,1,0,0,0,0,52,1,0,1,11,"Jago",1
0,0.293169279278242,1,0,0,1,0,37,0,0,1,9,"Jaker",1
1,0,0,0,0,1,1,40,1,0,0,9,"Jala",0
0,0,0,0,0,1,1,43,1,0,1,7,"Jamti",1
0,0,0,0,0,1,0,22,1,0,1,5,"Janga",0
0,0,0,0,0,1,0,42,1,0,1,5,"Janga",1
0,0.205081580006082,0,1,0,1,0,35,0,0,0,5,"Jarko",0
1,0.202008432366002,0,0,0,0,0,31,1,0,1,4,"Jebel",1
0,0,0,0,0,1,0,28,1,1,1,4,"Jebel Amr",1
0,0,0,0,0,1,0,40,1,1,1,11,"Jebel Jozo",0
1,0.504822288355756,0,1,1,1,0,29,1,0,0,6,"Jebel Moon",1
1,0,0,0,0,1,0,70,1,0,0,8,"Jebel Moon",1
1,0,0,0,0,1,1,35,1,0,0,9,"Jebel Moon",1
0,0,0,0,0,1,0,34,1,0,1,7,"Jebel Moon",1
1,0.495177711644244,1,0,0,0,0,35,1,1,0,5,"Jebel Moon",0
0,0,0,0,0,1,1,38,1,0,1,9,"Jebel Moon",1
1,1,1,1,1,0,1,22,1,0,0,9,"Jebel Moon",0
1,0,0,0,0,1,0,40,1,0,0,15,"Jebel Moon",0
1,0,0,0,0,1,0,52,1,0,1,16,"Jebel Moon",0
1,0.495177711644244,1,0,0,0,0,50,1,0,0,13,"Jebel Moon",0
1,0.794918419993918,1,0,1,0,1,62,1,1,1,14,"Jeerjeera",0
0,0,0,0,0,1,1,32,1,0,1,15,"Jebel Moon",1
1,0.794918419993918,1,0,1,0,0,20,1,0,1,8,"Jendaly",1
0,0,0,0,0,1,1,45,1,0,0,24,"Jebel Moon",1
0,0,0,0,0,1,0,86,1,0,0,10,"Jereko",0
0,0,0,0,0,1,0,60,1,0,1,4,"Jereko",1
1,0.202008432366002,0,0,0,0,0,33,1,0,1,5,"Jimi",1
0,0,0,0,0,1,0,19,1,0,1,1,"Jimi",1
0,0.202008432366002,0,0,0,0,0,45,1,0,0,4,"Jimi",1
1,0.592909987627917,1,0,1,1,1,73,1,0,0,16,"Jirjira",0
0,0,0,0,0,1,0,54,1,0,1,7,"Jirjira",1
1,0.797991567633998,1,1,1,1,0,29,1,0,0,4,"Jo Yat",0
0,0,0,0,0,1,1,28,1,0,1,11,"Jorbi",1
1,0.797991567633998,1,1,1,1,0,35,1,0,0,7,"Jorbogy",0
1,0.299740708349675,0,0,1,1,0,41,0,0,1,9,"Jorbogy",0
0,0.797991567633998,1,1,1,1,0,63,1,0,1,20,"Jorbogy",0
0,0.495177711644244,1,0,0,0,0,18,1,0,1,2,"Joyo",1
0,0,0,0,0,1,1,45,1,0,1,12,"Jozdo",1
0,0,0,0,0,1,0,27,1,0,1,7,"Jumaira",1
0,0.592909987627917,1,0,1,1,0,61,1,1,1,9,"Jurjura",1
0,0.202008432366002,0,0,0,0,0,27,1,0,1,9,"Kabar",1
0,0,0,0,0,1,0,50,0,0,0,10,"Kabar",0
0,0,0,0,0,1,0,27,1,0,0,9,"Kabar",1
0,0,0,0,0,1,1,60,1,0,0,12,"Kabar",1
1,0.495177711644244,1,0,0,0,0,30,1,0,0,17,"Kabar",0
1,0,0,0,0,1,0,46,1,0,0,12,"Kabar",1
0,0,0,0,0,1,1,60,1,0,0,2,"Kabar",0
1,0.794918419993918,1,0,1,0,0,32,0,0,1,15,"Kabar",0
0,0,0,0,0,1,1,18,0,0,1,9,"Kabar",1
0,0.202008432366002,0,0,0,0,1,32,1,0,0,3,"Kabar",0
0,0.202008432366002,0,0,0,0,0,50,1,0,1,10,"Kabar",1
1,0,0,0,0,1,0,58,1,0,1,10,"Kabar",0
0,0,0,0,0,1,0,85,1,0,1,7,"Kabar",1
0,0.202008432366002,0,0,0,0,1,20,1,0,1,18,"Kabar",1
1,0,0,0,0,1,1,50,1,0,1,6,"Kabar",1
1,0.794918419993918,1,0,1,0,1,27,0,0,1,9,"Kabar",0
1,0,0,0,0,1,0,35,1,0,0,9,"Kabar",1
0,0,0,0,0,1,0,25,1,0,1,6,"Kabar",1
0,0,0,0,0,1,0,21,0,0,0,8,"Kabar",1
0,0,0,0,0,1,1,35,1,0,1,8,"Kabar",1
0,0.293169279278242,1,0,0,1,0,18,1,0,1,10,"Kabar",0
0,0,0,0,0,1,1,46,1,0,1,7,"Kabar",0
1,0,0,0,0,1,0,65,1,0,1,7,"Kabar",0
1,0.202008432366002,0,0,0,0,0,69,1,0,0,11,"Kabar",0
0,0,0,0,0,1,1,60,1,0,0,11,"Kabar",0
1,0.202008432366002,0,0,0,0,0,20,0,0,1,10,"Kabar",0
1,1,1,1,1,0,1,42,1,0,0,21,"Kabar",0
1,0,0,0,0,1,1,32,1,0,1,1,"Kabar",0
1,0.202008432366002,0,0,0,0,1,66,1,1,1,5,"Kabar",0
0,0.202008432366002,0,0,0,0,0,24,1,0,1,8,"Kabar",1
0,0.299740708349675,0,0,1,1,0,23,1,0,1,3,"Kabar",1
0,0.495177711644244,1,0,0,0,1,30,1,0,1,5,"Kabar",1
1,0,0,0,0,1,0,47,1,0,1,7,"Kabar",1
0,0.495177711644244,1,0,0,0,1,24,1,0,1,8,"Kabar",1
0,1,1,1,1,0,1,27,1,0,1,5,"Kabar",1
1,0.794918419993918,1,0,1,0,0,35,1,0,1,6,"Kaberka",1
1,0,0,0,0,1,0,67,1,0,1,18,"Kabkabia",0
1,0.592909987627917,1,0,1,1,1,41,1,1,1,7,"Kabkabia",0
0,0.202008432366002,0,0,0,0,1,30,1,0,1,20,"Kabkabia",1
1,0.293169279278242,1,0,0,1,1,40,1,0,1,7,"Kabkabia",0
0,0.592909987627917,1,0,1,1,0,26,1,0,1,12,"Kabkabia",1
0,0.205081580006082,0,1,0,1,1,43,1,0,0,11,"Kabkabia",0
0,0,0,0,0,1,0,35,1,0,0,11,"Kabkabia",1
0,1,1,1,1,0,0,37,1,0,1,6,"Kabkabia",0
0,0.504822288355756,0,1,1,1,0,45,0,0,0,10,"Kabugo",0
0,0.202008432366002,0,0,0,0,0,45,1,0,1,7,"Kadia",1
0,0,0,0,0,1,1,37,1,0,0,5,"Kadomi",1
1,0.299740708349675,0,0,1,1,1,30,1,0,1,27,"Kadora",0
1,0.293169279278242,1,0,0,1,1,30,1,0,1,8,"Kagio",0
0,0.202008432366002,0,0,0,0,1,45,1,1,0,7,"Kagu",1
1,0.797991567633998,1,1,1,1,0,36,1,0,1,14,"Kagy Mangy",0
1,0,0,0,0,1,1,48,1,0,0,11,"Kair",0
1,0,0,0,0,1,0,75,1,0,0,8,"Kajra",0
0,0.495177711644244,1,0,0,0,0,21,0,0,1,6,"Kajabara",0
1,0.293169279278242,1,0,0,1,0,30,1,1,1,8,"Kajawa",0
0,0.202008432366002,0,0,0,0,0,40,1,0,0,7,"Kahra",1
1,0.202008432366002,0,0,0,0,0,45,1,0,0,9,"Kalkig",1
1,0.592909987627917,1,0,1,1,1,37,1,1,1,8,"Kaltouma",0
0,0.797991567633998,1,1,1,1,1,35,0,0,1,4,"Kamo",0
0,0.592909987627917,1,0,1,1,1,36,0,1,1,16,"Kamo",0
0,0.299740708349675,0,0,1,1,0,80,1,0,1,4,"Kanda indina",1
0,0,0,0,0,1,1,32,1,0,1,14,"Kandaly",1
0,0,0,0,0,1,1,45,0,0,0,7,"Kandaro",0
1,0,0,0,0,1,1,30,1,1,1,9,"Kaneya",1
0,0,0,0,0,1,0,20,1,0,1,8,"Kongo",1
0,0.797991567633998,1,1,1,1,1,30,1,0,0,5,"Kongo Hazara",0
0,0,0,0,0,1,0,35,1,0,0,9,"Kanour",1
0,0.202008432366002,0,0,0,0,1,28,1,0,1,7,"Kapar",1
1,0,0,0,0,1,0,20,1,0,0,1,"Kar Simba",0
1,0.293169279278242,1,0,0,1,1,35,1,0,1,7,"Karbanga",0
0,0,0,0,0,1,0,45,1,1,1,7,"Karbanga",1
1,1,1,1,1,0,1,38,1,1,0,5,"Kareye",0
1,1,1,1,1,0,1,40,1,0,1,12,"Kareye",0
0,0,0,0,0,1,0,55,1,0,1,8,"Karia",1
0,0,0,0,0,1,1,64,1,0,1,11,"Karia",0
1,0.501749140715677,0,0,1,0,0,55,0,0,0,14,"Karja",0
0,1,1,1,1,0,0,73,1,0,1,10,"Karja",0
1,0.293169279278242,1,0,0,1,1,33,1,0,1,4,"Karja",0
0,0.202008432366002,0,0,0,0,0,24,1,1,0,7,"Karnita",1
1,0.592909987627917,1,0,1,1,0,59,0,0,1,8,"Karnuwa",0
0,1,1,1,1,0,0,27,1,0,1,8,"Kary",0
0,0.202008432366002,0,0,0,0,0,20,1,0,1,9,"Kashkash",0
0,0.202008432366002,0,0,0,0,0,37,1,0,1,2,"Kasia",0
1,1,1,1,1,0,1,41,0,0,0,8,"Kasia",0
0,1,1,1,1,0,0,28,1,1,1,3,"Kasia",0
0,0.202008432366002,0,0,0,0,0,38,1,1,0,3,"Kasia",1
0,1,1,1,1,0,1,27,1,1,1,6,"Kati",1
1,0.202008432366002,0,0,0,0,1,40,1,1,0,7,"Kawayna",1
1,0.706830720721758,0,1,1,0,0,26,0,0,0,7,"Kaya",0
1,0.202008432366002,0,0,0,0,0,65,1,0,1,20,"Kaya",0
0,0,0,0,0,1,0,35,1,1,1,4,"Kayo",1
1,0.592909987627917,1,0,1,1,0,40,1,0,1,6,"Kdumli",0
1,0,0,0,0,1,0,20,1,0,1,1,"Keajo",0
0,0.293169279278242,1,0,0,1,0,35,1,0,0,8,"Keajo",1
1,0.794918419993918,1,0,1,0,0,27,1,1,0,6,"Keiga",0
0,0,0,0,0,1,0,35,0,0,0,4,"Keiga",1
0,0,0,0,0,1,1,57,1,0,0,12,"Kengu",1
1,0,0,0,0,1,0,31,0,0,1,7,"Kesi",0
0,0.293169279278242,1,0,0,1,1,40,1,0,1,16,"Khabeesh",0
1,0.495177711644244,1,0,0,0,0,43,1,0,1,11,"Khabeesh",0
0,0.299740708349675,0,0,1,1,0,30,1,1,1,4,"Khabir Waja",1
1,0,0,0,0,1,1,35,1,0,0,9,"Kharsha",0
0,0,0,0,0,1,0,23,1,0,0,10,"Khary",0
0,0,0,0,0,1,0,20,1,1,1,7,"Khazan Abu Jidad",0
1,0.592909987627917,1,0,1,1,0,50,1,0,1,10,"Khazan Abu Jidad",0
0,0.504822288355756,0,1,1,1,0,51,1,0,1,13,"Khazan Abu Jidad",0
0,0.202008432366002,0,0,0,0,1,75,0,0,1,6,"Khazan Urshe",1
0,0,0,0,0,1,0,51,1,0,1,8,"Khabeesh",0
1,0.293169279278242,1,0,0,1,0,19,0,0,1,7,"Khibish",0
0,0,0,0,0,1,1,46,1,1,0,10,"Khosa",1
0,0,0,0,0,1,0,20,0,0,1,10,"Khurbaranga",1
1,0,0,0,0,1,0,35,1,1,1,6,"Khurbaranga",1
0,0.592909987627917,1,0,1,1,1,33,0,0,1,3,"Khurbaranga",0
0,0.794918419993918,1,0,1,0,1,22,1,1,1,4,"Khurbaranga",1
1,0.501749140715677,0,0,1,0,0,45,0,0,1,9,"Kibiry",0
0,0,0,0,0,1,1,25,1,0,1,3,"Kibjo",1
0,0,0,0,0,1,1,50,1,0,0,12,"Kiego",1
0,0.592909987627917,1,0,1,1,0,25,1,0,1,10,"Kigulu",0
0,0,0,0,0,1,0,31,1,0,0,7,"Kigy",1
0,1,1,1,1,0,0,26,0,0,1,5,"Kinding",1
1,0,0,0,0,1,0,36,1,0,1,5,"Kongo",0
1,0,0,0,0,1,0,29,1,0,1,3,"Kirti",0
1,0.202008432366002,0,0,0,0,0,73,1,0,1,5,"Kobar",0
1,0.797991567633998,1,1,1,1,1,35,1,0,0,4,"Kobar",0
0,0.202008432366002,0,0,0,0,1,26,1,0,1,8,"Kobsaka",1
1,0.794918419993918,1,0,1,0,0,23,1,0,1,4,"Kobsaka",0
0,0,0,0,0,1,0,27,1,0,0,2,"Kodima",0
0,0.592909987627917,1,0,1,1,1,24,1,0,1,18,"Kutum",1
0,0,0,0,0,1,0,26,1,0,0,5,"Kutum",1
0,1,1,1,1,0,0,20,0,0,1,20,"Kogi",0
1,0,0,0,0,1,0,29,1,0,1,4,"Kogi",1
0,0.592909987627917,1,0,1,1,1,46,1,0,0,5,"Kojong Kasia",0
0,0,0,0,0,1,0,42,1,0,1,11,"Kokona",1
1,0.592909987627917,1,0,1,1,1,47,0,0,1,13,"Kokona",0
1,0,0,0,0,1,0,18,1,0,1,7,"Kondobe",0
0,0,0,0,0,1,0,70,1,0,1,13,"Kongo",1
0,0.293169279278242,1,0,0,1,0,19,1,0,1,6,"Kongo",0
0,0.202008432366002,0,0,0,0,0,25,1,0,1,6,"Kongo",1
0,0,0,0,0,1,1,27,1,0,1,4,"Kongo",1
0,0.293169279278242,1,0,0,1,1,60,1,1,1,5,"Kongo",1
0,0,0,0,0,1,1,19,0,0,1,8,"Kongo",0
1,0,0,0,0,1,0,26,0,0,1,8,"Kongo",0
1,0,0,0,0,1,1,50,1,0,0,13,"Kongo",0
1,0.794918419993918,1,0,1,0,1,31,0,0,0,3,"Kongo",0
1,0,0,0,0,1,1,21,0,0,1,19,"Kongo",0
1,0,0,0,0,1,1,22,1,0,1,9,"Kongo",0
0,0,0,0,0,1,0,20,1,0,1,7,"Kongo",1
0,0.293169279278242,1,0,0,1,0,19,0,0,1,7,"Kongo",1
1,0.202008432366002,0,0,0,0,1,35,1,0,1,8,"Kongo",1
1,0.202008432366002,0,0,0,0,0,35,1,0,1,5,"Kongo",0
1,0.592909987627917,1,0,1,1,0,40,1,0,1,11,"Kooba",0
0,0,0,0,0,1,0,26,1,0,1,3,"Korika",1
0,1,1,1,1,0,0,21,1,0,1,7,"Kormi",0
0,0.205081580006082,0,1,0,1,0,20,0,0,1,6,"Kornoy",1
0,0.202008432366002,0,0,0,0,0,65,1,0,0,16,"Kornoy",0
0,0.797991567633998,1,1,1,1,1,38,0,0,1,22,"Kornoy",1
0,0.592909987627917,1,0,1,1,0,28,1,1,0,4,"Kornoy",1
1,1,1,1,1,0,1,39,1,0,1,2,"Kornoy",0
0,0.202008432366002,0,0,0,0,0,20,1,0,1,12,"Kornoy",0
0,0,0,0,0,1,1,30,1,0,1,4,"Kornoy",1
1,0,0,0,0,1,0,40,1,0,1,9,"Kornoy",1
0,0,0,0,0,1,1,30,1,1,1,4,"Kornoy",1
0,0.797991567633998,1,1,1,1,0,18,0,0,1,8,"Kornoy",1
0,0,0,0,0,1,0,37,1,1,1,9,"Kornoy",0
1,0.501749140715677,0,0,1,0,0,27,0,0,1,5,"Kornoy",0
1,0.797991567633998,1,1,1,1,0,39,1,0,1,27,"Kornoy",0
0,1,1,1,1,0,0,39,1,0,1,17,"Kornoy",0
0,0.592909987627917,1,0,1,1,0,20,0,0,1,10,"Kornoy",1
1,1,1,1,1,0,1,46,1,1,1,5,"Kornoy",0
1,0.794918419993918,1,0,1,0,1,35,1,1,0,7,"Kornoy",0
1,0.794918419993918,1,0,1,0,1,37,1,0,0,5,"Kornoy",0
0,0.202008432366002,0,0,0,0,0,27,1,0,1,6,"Kornoy",1
0,0.202008432366002,0,0,0,0,0,41,0,0,0,4,"Kornoy",0
1,0.797991567633998,1,1,1,1,0,39,1,0,1,16,"Kornoy",0
0,0.592909987627917,1,0,1,1,0,28,0,0,1,13,"Kornoy",1
1,0.794918419993918,1,0,1,0,1,42,1,0,1,4,"Kornoy",0
0,0.592909987627917,1,0,1,1,0,45,1,0,0,10,"Kornoy",1
1,0.706830720721758,0,1,1,0,0,52,0,0,0,13,"Kornoy",0
1,0.797991567633998,1,1,1,1,1,46,1,0,0,7,"Kornoy",0
0,0.299740708349675,0,0,1,1,0,29,1,0,1,10,"Kornoy",0
1,1,1,1,1,0,0,55,1,0,1,13,"Kornoy",0
0,0,0,0,0,1,0,55,1,0,1,11,"Kornoy",0
0,0,0,0,0,1,1,43,0,0,0,12,"Kornoy",0
1,0.794918419993918,1,0,1,0,1,50,1,0,0,11,"Kornoy",0
0,0.592909987627917,1,0,1,1,0,28,0,0,0,8,"Kornoy",1
1,0.504822288355756,0,1,1,1,1,30,1,1,0,5,"Kornoy",0
1,0.202008432366002,0,0,0,0,1,30,0,0,0,4,"Kornoy",0
0,0,0,0,0,1,0,40,1,0,0,7,"Kornoy",1
0,0.794918419993918,1,0,1,0,1,25,0,0,1,6,"Kornoy",1
0,0.797991567633998,1,1,1,1,0,22,0,0,1,12,"Kornoy",1
1,1,1,1,1,0,1,43,1,0,1,10,"Kornoy",0
0,0,0,0,0,1,0,28,1,1,0,4,"Kornoy",1
1,0.293169279278242,1,0,0,1,1,36,0,0,0,4,"Kornoy",0
0,0.592909987627917,1,0,1,1,0,27,1,0,1,7,"Kornoy",1
1,0.794918419993918,1,0,1,0,0,34,0,0,0,7,"Kornoy",0
1,1,1,1,1,0,0,36,1,1,0,20,"Kornoy",0
1,0.794918419993918,1,0,1,0,1,58,1,1,0,18,"Kornoy",0
1,0,0,0,0,1,0,39,0,0,0,9,"Kornoy",0
1,0.592909987627917,1,0,1,1,0,65,1,1,0,14,"Kornoy",0
0,0,0,0,0,1,0,32,1,0,1,5,"Kornoy",1
0,0,0,0,0,1,0,50,1,0,0,9,"Kornoy",1
0,0,0,0,0,1,0,28,0,0,1,4,"Kornoy",1
0,0,0,0,0,1,1,20,0,0,1,14,"Kornoy",1
0,0,0,0,0,1,1,30,1,0,1,12,"Kornoy",1
0,0.797991567633998,1,1,1,1,0,63,0,0,0,22,"Kornoy",0
0,0,0,0,0,1,1,45,1,0,0,6,"Kornoy",1
0,0,0,0,0,1,0,40,1,1,0,7,"Kornoy",1
1,0.794918419993918,1,0,1,0,0,67,0,0,0,17,"Kornoy",0
1,0.202008432366002,0,0,0,0,1,43,1,0,0,9,"Kornoy",0
0,0,0,0,0,1,0,55,1,1,0,9,"Kornoy",1
1,0.501749140715677,0,0,1,0,0,34,0,0,1,20,"Kornoy",0
0,0.293169279278242,1,0,0,1,0,33,1,0,1,7,"Kornoy",1
0,0.293169279278242,1,0,0,1,1,30,0,0,1,4,"Kornoy",0
1,0.592909987627917,1,0,1,1,0,22,1,0,1,5,"Kornoy",0
1,0,0,0,0,1,0,60,1,0,0,15,"Kornoy",0
0,0.592909987627917,1,0,1,1,1,80,1,1,1,8,"Kornoy",0
0,0.202008432366002,0,0,0,0,0,32,0,0,0,11,"Kornoy",1
0,0.592909987627917,1,0,1,1,1,28,0,0,1,7,"Kornoy",1
1,0.794918419993918,1,0,1,0,1,55,1,0,1,9,"Kornoy",0
1,0.794918419993918,1,0,1,0,1,48,1,0,1,6,"Kornoy",0
0,0,0,0,0,1,0,83,1,0,0,6,"Kornoy",1
1,0.202008432366002,0,0,0,0,1,36,1,0,1,4,"Kornoy",0
0,0,0,0,0,1,0,43,1,0,1,3,"Kornoy",1
0,0.202008432366002,0,0,0,0,0,26,1,1,1,4,"Kornoy",1
0,0.797991567633998,1,1,1,1,1,48,0,1,1,12,"Kornoy",0
0,0,0,0,0,1,0,46,1,0,1,11,"Kornoy",1
1,0.797991567633998,1,1,1,1,1,30,1,0,0,10,"Kornoy",1
0,0.794918419993918,1,0,1,0,0,23,1,0,1,7,"Kornoy",1
1,0.407090012372083,0,1,0,0,0,25,1,0,0,3,"Kornoy",1
1,1,1,1,1,0,1,19,1,0,1,11,"Kornoy",0
1,1,1,1,1,0,1,40,0,0,0,18,"Kornoy",0
