abdt tg inuidur1 inuidur2 female black hispanic othrace dep q1 q2 q3 q4  q5 q6 recall agelt35 agegt54 durable nondurable lusd husd muld  
10775 4 25 25 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0
10530 4 3 3 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0
10740 2 20 20 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10740 3 27 27 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0
10607 6 13 13 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
10579 3 24 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10642 2 3 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0
10817 1 27 27 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10558 2 13 13 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10845 4 24 24 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10775 4 27 27 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10558 0 7 7 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1
10859 5 12 12 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
10635 6 27 27 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
10586 3 5 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0
10565 0 4 4 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10873 4 23 23 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
10572 0 27 27 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10670 0 27 27 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0
10754 5 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0
10663 3 27 27 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10873 3 27 27 1 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 1
10530 2 27 27 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10607 3 2 2 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1
10593 6 8 8 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 1
10677 5 27 27 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10845 5 17 17 0 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 1
10747 0 12 12 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10558 1 2 2 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
10628 6 8 8 1 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 1
10712 3 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10852 2 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1
10852 1 6 6 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10544 2 3 3 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 1
10621 5 11 11 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10838 2 2 2 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 1
10789 2 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1
10838 4 33 18 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10621 2 27 27 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10565 4 6 6 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
10768 4 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10775 5 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10544 0 21 21 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10810 4 27 27 1 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10593 3 17 17 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 0 0 1
10810 4 12 12 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10754 5 16 16 0 0 0 0 2 0 0 0 1 0 0 1 1 0 1 0 0 0 1
10775 2 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
10502 0 27 27 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 1 0
10593 4 15 13 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 1 0
10516 2 32 23 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 0
10502 3 3 3 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10684 3 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10698 2 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10866 0 15 15 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0
10551 3 17 17 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10523 4 26 26 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0
10768 0 7 7 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10565 6 5 5 1 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 0 0
10684 3 8 8 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
10754 5 12 12 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0
10565 3 13 13 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10607 4 27 27 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10586 3 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10775 3 13 13 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10866 1 8 8 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0
10586 2 27 27 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10530 0 22 22 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10544 0 2 2 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10775 3 42 4 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10768 3 18 18 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10733 4 1 1 0 1 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10656 3 5 5 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10593 5 16 16 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10768 2 11 11 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10719 1 27 27 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10607 2 4 4 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
10684 0 3 3 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10803 5 2 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10859 2 16 16 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0
10873 5 24 24 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1
10663 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0
10684 4 19 19 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10551 0 6 6 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1
10607 0 2 2 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 0 0 0
10551 6 13 13 0 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 1 0
10852 0 6 6 0 0 0 0 2 0 0 0 0 1 0 0 1 0 1 0 0 0 1
10635 0 28 28 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10775 2 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10565 0 16 16 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0
10691 4 27 27 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10565 3 4 4 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
10726 1 3 3 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10670 5 27 27 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10796 3 30 30 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0
10635 6 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10824 1 8 8 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10614 0 12 12 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10600 4 14 14 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10838 1 12 12 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1
10712 3 30 13 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10691 3 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1
10544 5 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10873 0 3 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1
10691 5 3 3 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1
10831 2 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10705 2 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10705 1 15 15 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1
10838 0 6 6 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10600 0 18 18 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
10614 3 12 12 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10803 2 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10733 0 3 3 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10544 1 7 7 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0
10670 0 14 14 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10579 4 14 14 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10586 1 7 7 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10740 1 27 27 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1
10544 2 22 22 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10796 2 9 9 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10523 6 2 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10866 2 3 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
10768 1 12 12 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 1 0
10761 2 4 4 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10852 4 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10740 3 27 27 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10656 4 3 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10649 1 20 20 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0
10712 6 23 23 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10677 4 13 13 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10607 4 13 13 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10866 3 26 26 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
10642 4 2 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10705 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10453 1 13 13 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0
10621 6 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10516 2 11 11 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10712 4 5 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0
10726 6 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
10866 2 5 5 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1
10628 0 2 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0
10481 0 3 3 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0
10712 0 14 14 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10852 4 27 27 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10719 0 3 3 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1
10544 6 6 6 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10628 6 7 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10684 2 26 26 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10670 6 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10698 2 6 6 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10817 3 10 10 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10754 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1
10670 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1
10649 5 10 10 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10789 0 3 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10635 6 11 11 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10628 6 7 7 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10775 0 2 2 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10831 4 14 14 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10768 4 4 4 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0
10649 6 24 24 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1
10544 0 4 4 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
10824 3 38 38 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
10677 2 27 27 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1
10824 1 27 27 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0
10488 3 27 27 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0
10684 3 23 23 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0
10866 1 27 27 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0
10747 3 27 27 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 1 0 1 0
10866 1 27 27 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0
10740 6 27 27 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0
10572 1 27 27 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
10607 1 3 3 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0
10572 1 15 15 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0
10530 4 9 9 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 0
10747 2 12 12 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0
10530 4 2 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0
10586 0 8 8 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0
10663 3 2 2 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0
10607 0 12 12 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0
10817 5 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
10838 0 5 5 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0
10663 0 3 3 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0
10712 4 14 14 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
10628 2 13 13 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10523 5 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
10824 3 21 21 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10852 0 3 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0
10614 2 28 28 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
10740 6 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10670 4 3 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10614 2 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10866 5 27 27 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0
10572 3 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10866 4 27 27 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0
10586 0 14 14 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10873 0 21 21 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
10796 5 27 27 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10782 2 12 12 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10558 4 14 14 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
10621 2 9 9 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10789 4 1 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10684 4 17 17 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10866 3 27 27 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1
10866 0 27 27 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
10572 1 5 5 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 1
10873 5 27 27 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
10677 2 27 27 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10873 3 26 26 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
10698 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10537 2 23 23 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1
10852 3 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0
10544 4 19 19 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10866 5 13 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
10579 0 22 22 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10551 3 18 18 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10782 1 30 20 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10747 2 12 12 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0
10789 4 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
10649 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10663 2 27 27 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10614 4 1 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10572 6 15 15 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
10719 2 27 27 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10810 5 13 13 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10880 4 10 10 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
10761 5 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10677 2 27 27 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10712 3 5 5 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 1 0 0
10677 1 1 1 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10817 0 27 27 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0
10656 6 27 27 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
10866 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
10586 4 13 13 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10670 6 1 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 1
10824 1 5 5 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
10565 5 18 18 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10551 2 21 21 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10810 5 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0
10628 6 27 27 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
10572 4 10 10 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10796 5 19 19 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10747 0 15 15 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10614 3 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10789 2 16 16 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0
10593 2 10 10 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0
10537 2 5 5 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10551 1 14 14 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0
10817 2 6 6 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10740 0 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
10565 1 7 7 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10754 4 15 15 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10824 0 29 29 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10586 4 4 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10523 0 10 10 1 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10831 2 14 14 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0
10621 4 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10579 4 10 10 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10621 1 3 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10838 2 21 21 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
10824 4 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
10593 5 5 5 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 1 0
10579 2 13 13 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10831 1 3 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10649 5 7 7 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
10607 2 7 7 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0
10691 5 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10733 6 3 3 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 1 1 0 0
10523 1 1 1 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 1 1 0 0
10733 4 10 10 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10740 6 28 28 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10782 2 6 6 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10649 2 11 11 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0
10684 5 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10579 0 27 27 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0
10789 1 17 17 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10824 2 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0
10621 0 28 28 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10628 3 8 8 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0
10628 0 27 27 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0
10551 3 27 27 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0
10712 4 19 19 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 1 0 0
10775 2 14 14 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10684 4 16 16 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 1 0 0
10684 4 9 9 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 1 0 0
10607 3 4 4 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10607 5 27 27 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10866 5 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
10712 3 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10852 3 1 1 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10796 4 2 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10733 2 13 13 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0
10544 5 3 3 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10880 2 27 24 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
10572 3 25 25 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0
10642 2 6 6 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1
