"wage","lwage","sex","shs","hsg","scl","clg","ad","mw","so","we","ne","exp1","exp2","exp3","exp4","occ","occ2","ind","ind2"
16,2.77258872223978,1,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"4040","13","8680","20"
16.0096153846154,2.77318950327317,1,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"50","1","4795","9"
106.837606837607,4.67130998849264,1,0,0,0,1,0,0,0,0,1,33,10.89,35.937,118.5921,"10","1","7380","14"
9.75096153846154,2.27736589947658,0,0,1,0,0,0,0,0,0,1,11,1.21,1.331,1.4641,"5620","17","6390","10"
31.25,3.44201937618241,1,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"726","2","9170","21"
36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,16,2.56,4.096,6.5536,"735","2","8270","18"
28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"6260","19","770","4"
18.2692307692308,2.90521826601316,0,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"9130","22","4470","8"
27.8846153846154,3.32807511683319,1,0,0,0,0,1,0,0,0,1,2,0.04,0.008,0.0016,"2310","8","7860","17"
21.6346153846154,3.07429459605709,0,0,0,0,0,1,0,0,0,1,1,0.01,0.001,1e-04,"2720","9","8180","18"
43.2692307692308,3.76744177661704,1,0,0,0,0,1,0,0,0,1,7,0.49,0.343,0.2401,"230","1","7870","17"
27.4038461538462,3.31068337412132,0,0,0,0,1,0,0,0,0,1,20,4,8,16,"2630","9","8090","18"
11.5384615384615,2.44568593663472,1,0,0,1,0,0,0,0,0,1,23,5.29,12.167,27.9841,"3640","11","7980","18"
20.979020979021,3.04352293739034,0,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"4700","16","4970","9"
15.3846153846154,2.7333680090865,1,0,1,0,0,0,0,0,0,1,11,1.21,1.331,1.4641,"3420","10","9090","21"
16.3461538461538,2.79399263090294,0,0,1,0,0,0,0,0,0,1,15,2.25,3.375,5.0625,"8255","21","1990","5"
8.65384615384615,2.15800386418294,0,0,1,0,0,0,0,0,0,1,13,1.69,2.197,2.8561,"3600","11","8270","18"
8.65384615384615,2.15800386418294,0,0,0,0,1,0,0,0,0,1,31,9.61,29.791,92.3521,"4040","13","8680","20"
10.0961538461538,2.3121545440102,1,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"4620","15","8290","18"
9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"4250","14","7770","16"
11.954261954262,2.48108786368564,1,0,1,0,0,0,0,0,0,1,38,14.44,54.872,208.5136,"4220","14","6990","12"
25,3.2188758248682,0,0,1,0,0,0,0,0,0,1,5,0.25,0.125,0.0625,"7700","21","3790","6"
6.41025641025641,1.8578992717326,0,0,1,0,0,0,0,0,0,1,19,3.61,6.859,13.0321,"6260","19","770","4"
27.8846153846154,3.32807511683319,1,0,0,0,1,0,0,0,0,1,26,6.76,17.576,45.6976,"800","2","9470","22"
32.0512820512821,3.4673371841667,0,0,0,0,1,0,0,0,0,1,26,6.76,17.576,45.6976,"1107","3","8190","18"
21.6346153846154,3.07429459605709,0,0,0,0,0,1,0,0,0,1,18,3.24,5.832,10.4976,"20","1","8380","18"
62.5,4.13516655674236,1,0,0,0,0,1,0,0,0,1,9,0.81,0.729,0.6561,"420","1","8380","18"
14.0224358974359,2.64065861098223,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"9620","22","9370","22"
7.69230769230769,2.04022082852655,1,0,0,0,1,0,0,0,0,1,17,2.89,4.913,8.3521,"5110","17","1480","5"
42.3076923076923,3.74496892076498,0,0,0,1,0,0,0,0,0,1,10.5,1.1025,1.157625,1.21550625,"8140","21","3170","6"
13.9423076923077,2.63492793627325,1,0,1,0,0,0,0,0,0,1,19,3.61,6.859,13.0321,"5610","17","4580","8"
32.6923076923077,3.48713981146288,1,0,0,0,0,1,0,0,0,1,19,3.61,6.859,13.0321,"2430","8","7870","17"
4.61538461538461,1.52939520476056,0,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"7200","20","4670","9"
22.0949263502455,3.09534800525493,1,0,0,0,1,0,0,0,0,1,10,1,1,1,"430","1","570","3"
10.5769230769231,2.35867455964509,1,0,0,1,0,0,0,0,0,1,20.5,4.2025,8.615125,17.66100625,"4810","16","6990","12"
6.25,1.83258146374831,1,0,1,0,0,0,0,0,0,1,34,11.56,39.304,133.6336,"5700","17","8190","18"
21.6346153846154,3.07429459605709,1,0,1,0,0,0,0,0,0,1,26,6.76,17.576,45.6976,"5700","17","7860","17"
23.8461538461538,3.17162294001766,1,0,0,1,0,0,0,0,0,1,11.5,1.3225,1.520875,1.74900625,"3800","12","9470","22"
26.4423076923077,3.27496529151924,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"1e+05","19","770","4"
28.5714285714286,3.35240721749272,1,0,0,0,0,1,0,0,0,1,22,4.84,10.648,23.4256,"2010","6","9470","22"
34.1880341880342,3.53187570530427,1,0,0,0,1,0,0,0,0,1,10,1,1,1,"3255","10","8190","18"
16.8269230769231,2.82298016777619,0,0,0,0,1,0,0,0,0,1,6,0.36,0.216,0.1296,"4700","16","4870","9"
24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"7700","21","2870","6"
30.3643724696356,3.41326996289642,1,0,1,0,0,0,0,0,0,1,21,4.41,9.261,19.4481,"3600","11","8270","18"
36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"420","1","9170","21"
8.74125874125874,2.16805420003644,1,0,0,0,1,0,0,0,0,1,37,13.69,50.653,187.4161,"4720","16","4970","9"
14.2156862745098,2.65434602213035,0,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"7200","20","4670","9"
11.0576923076923,2.40312632221592,1,0,0,1,0,0,0,0,0,1,4,0.16,0.064,0.0256,"5700","17","7070","13"
28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,5,0.25,0.125,0.0625,"8140","21","7290","14"
12.5961538461538,2.53339151705382,1,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"9420","22","6170","10"
24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,31,9.61,29.791,92.3521,"7810","21","4970","9"
16.5384615384615,2.80568867066613,0,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"5000","17","6770","11"
15,2.70805020110221,0,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"4010","13","8680","20"
34.6153846153846,3.54429822530283,0,0,0,1,0,0,0,0,0,1,12.5,1.5625,1.953125,2.44140625,"9130","22","6170","10"
12.5,2.52572864430826,0,1,0,0,0,0,0,0,0,1,11,1.21,1.331,1.4641,"6420","19","770","4"
28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,0,0,1,40,16,64,256,"9620","22","4970","9"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,7,0.49,0.343,0.2401,"310","1","8680","20"
31.25,3.44201937618241,1,0,0,0,1,0,0,0,0,1,7,0.49,0.343,0.2401,"3535","10","8190","18"
24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"430","1","7780","16"
7.69230769230769,2.04022082852655,1,0,0,1,0,0,0,0,0,1,5,0.25,0.125,0.0625,"310","1","8680","20"
25.4527972027972,3.23682564669353,1,0,0,1,0,0,0,0,0,1,33,10.89,35.937,118.5921,"4700","16","5170","9"
32.69375,3.48718392813678,0,0,0,0,1,0,0,0,0,1,29,8.41,24.389,70.7281,"8620","21","670","3"
13.5724852071006,2.60804459687981,1,0,0,1,0,0,0,0,0,1,29,8.41,24.389,70.7281,"5860","17","9380","22"
10.5769230769231,2.35867455964509,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"6200","19","770","4"
20.5882352941176,3.02471981042724,0,0,0,0,0,1,0,0,0,1,5,0.25,0.125,0.0625,"5620","17","8190","18"
12.2549019607843,2.50592601701208,1,0,0,1,0,0,0,0,0,1,7,0.49,0.343,0.2401,"5310","17","7580","16"
12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,0,0,1,20,4,8,16,"4220","14","7860","17"
12.9807692307692,2.5634689722911,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"9000","22","6290","10"
14.957264957265,2.7051971321198,0,0,1,0,0,0,0,0,0,1,15,2.25,3.375,5.0625,"9620","22","4470","8"
11.5384615384615,2.44568593663472,0,0,1,0,0,0,0,0,0,1,30,9,27,81,"5620","17","4470","8"
60.0961538461538,4.09594584358907,1,0,1,0,0,0,0,0,0,1,19,3.61,6.859,13.0321,"410","1","9570","22"
9.61538461538461,2.26336437984076,1,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"310","1","8680","20"
11.2179487179487,2.41751505966802,0,0,1,0,0,0,0,0,0,1,6,0.36,0.216,0.1296,"9130","22","6170","10"
27.1875,3.3027573088489,0,0,0,1,0,0,0,0,0,1,12,1.44,1.728,2.0736,"1530","4","3960","6"
19.8855769230769,2.98999469121726,1,0,0,1,0,0,0,0,0,1,9,0.81,0.729,0.6561,"2630","9","7470","14"
14.4230769230769,2.66882948794893,1,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"5120","17","8470","18"
26.9230769230769,3.29298379702192,0,0,0,1,0,0,0,0,0,1,24.5,6.0025,14.706125,36.03000625,"6355","19","4195","7"
24.0384615384615,3.17965511171492,1,0,0,1,0,0,0,0,0,1,3,0.09,0.027,0.0081,"3255","10","8190","18"
24.0384615384615,3.17965511171492,1,0,0,1,0,0,0,0,0,1,16.5,2.7225,4.492125,7.41200625,"5700","17","4770","9"
26.5077838827839,3.27743842128735,1,0,0,0,1,0,0,0,0,1,11,1.21,1.331,1.4641,"3255","10","8180","18"
15.8119658119658,2.76076698327461,0,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"1965","5","7290","14"
57.6923076923077,4.05512384906882,0,0,0,1,0,0,0,0,0,1,12.5,1.5625,1.953125,2.44140625,"110","1","7470","14"
80.1282051282051,4.38362791604086,0,0,0,0,1,0,0,0,0,1,27,7.29,19.683,53.1441,"2710","9","6670","11"
17.3076923076923,2.85115104474288,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"5240","17","6690","11"
26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"1030","3","7380","14"
9.61538461538461,2.26336437984076,1,0,1,0,0,0,0,0,0,1,11,1.21,1.331,1.4641,"4510","15","8980","21"
10.0961538461538,2.3121545440102,0,0,0,1,0,0,0,0,0,1,9.5,0.9025,0.857375,0.81450625,"4030","13","8680","20"
35.5769230769231,3.57169719949094,0,0,0,0,1,0,0,0,0,1,15,2.25,3.375,5.0625,"7210","20","7080","13"
17.6923076923077,2.87312995146166,0,0,0,1,0,0,0,0,0,1,18,3.24,5.832,10.4976,"3655","11","8190","18"
32.6923076923077,3.48713981146288,0,0,1,0,0,0,0,0,0,1,32,10.24,32.768,104.8576,"8610","21","9370","22"
13.4615384615385,2.59983661646198,0,0,0,1,0,0,0,0,0,1,31,9.61,29.791,92.3521,"3930","12","6180","10"
50,3.91202300542815,1,0,0,1,0,0,0,0,0,1,35,12.25,42.875,150.0625,"3255","10","8190","18"
13.4615384615385,2.59983661646198,1,0,0,0,1,0,0,0,0,1,28,7.84,21.952,61.4656,"5120","17","770","4"
10.8974358974359,2.38852752279477,0,0,1,0,0,0,0,0,0,1,17,2.89,4.913,8.3521,"6230","19","770","4"
28.8461538461538,3.36197666850887,0,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,"6440","19","770","4"
24.7252747252747,3.20782598868162,1,0,1,0,0,0,0,0,0,1,15,2.25,3.375,5.0625,"4120","13","8660","20"
16.8269230769231,2.82298016777619,1,0,0,1,0,0,0,0,0,1,5,0.25,0.125,0.0625,"3255","10","8190","18"
35.3846153846154,3.5662771320216,1,0,0,1,0,0,0,0,0,1,34.5,11.9025,41.063625,141.66950625,"310","1","8680","20"
40.8653846153846,3.71028336277709,0,0,0,1,0,0,0,0,0,1,8.5,0.7225,0.614125,0.52200625,"4760","16","4795","9"
19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,0,0,1,10,1,1,1,"5400","17","7590","16"
34.7222222222222,3.54737989184024,1,0,1,0,0,0,0,0,0,1,12,1.44,1.728,2.0736,"3500","10","8190","18"
27.4725274725275,3.31318650433944,0,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"1050","3","7890","17"
16.8269230769231,2.82298016777619,0,0,1,0,0,0,0,0,0,1,36,12.96,46.656,167.9616,"9130","22","6390","10"
14.0841346153846,2.64504895928353,0,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"4760","16","4870","9"
12.0192307692308,2.48650793115497,1,0,1,0,0,0,0,0,0,1,37,13.69,50.653,187.4161,"8140","21","3960","6"
20.1923076923077,3.00530172457014,0,0,0,0,1,0,0,0,0,1,20,4,8,16,"1050","3","3365","6"
13.663967611336,2.61476226667865,0,0,1,0,0,0,0,0,0,1,9,0.81,0.729,0.6561,"4760","16","5380","9"
12.6373626373626,2.53665771484045,0,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"2600","9","8560","19"
50,3.91202300542815,0,0,0,0,0,1,0,0,0,1,22,4.84,10.648,23.4256,"2000","6","7860","17"
59.1715976331361,4.08044165705311,1,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"2710","9","7470","14"
8.5,2.14006616349627,1,0,1,0,0,0,0,0,0,1,6,0.36,0.216,0.1296,"5240","17","5380","9"
67.3076923076923,4.20927452889608,1,0,0,0,0,1,0,0,0,1,24,5.76,13.824,33.1776,"2100","7","7270","14"
29.8076923076923,3.39476649133186,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"1460","4","7290","14"
16.8269230769231,2.82298016777619,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"3160","10","8190","18"
64.9038461538462,4.1729068847252,0,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"2710","9","6670","11"
20.0961538461538,3.00052844581748,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"4040","13","8680","20"
16.4835164835165,2.80236088057345,0,0,1,0,0,0,0,0,0,1,6,0.36,0.216,0.1296,"4130","13","8680","20"
30.6652806652807,3.4231310916622,1,0,0,0,0,1,0,0,0,1,32,10.24,32.768,104.8576,"2430","8","6770","11"
16.025641025641,2.77419000360676,1,0,0,0,1,0,0,0,0,1,20,4,8,16,"4010","13","8660","20"
20.6730769230769,3.02883222198034,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"5240","17","4970","9"
15.8653846153846,2.76413966775325,0,0,0,0,0,1,0,0,0,1,2,0.04,0.008,0.0016,"2200","8","7870","17"
9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,0,0,1,23,5.29,12.167,27.9841,"220","1","770","4"
51.2820512820513,3.93734081341244,1,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"5240","17","5470","9"
43.2692307692308,3.76744177661704,0,0,0,0,1,0,0,0,0,1,5,0.25,0.125,0.0625,"1020","3","7380","14"
12.0192307692308,2.48650793115497,1,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"3510","10","8190","18"
18.9903846153846,2.94393277819385,0,0,1,0,0,0,0,0,0,1,30,9,27,81,"4620","15","8270","18"
19.7115384615385,2.98120417299108,1,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"4850","16","4170","7"
18.8034188034188,2.93403870454865,0,0,0,0,0,1,0,0,0,1,1,0.01,0.001,1e-04,"2200","8","7870","17"
16.8269230769231,2.82298016777619,0,1,0,0,0,0,0,0,0,1,46,21.16,97.336,447.7456,"4140","13","8680","20"
21.978021978022,3.09004295302523,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"120","1","4470","8"
21.1538461538462,3.05182174020503,0,0,0,0,1,0,0,0,0,1,8,0.64,0.512,0.4096,"4810","16","6990","12"
27.8846153846154,3.32807511683319,1,0,0,0,0,1,0,0,0,1,6,0.36,0.216,0.1296,"2310","8","7860","17"
27.1634615384615,3.30187274443917,1,0,0,0,1,0,0,0,0,1,7,0.49,0.343,0.2401,"2145","7","7270","14"
13.4615384615385,2.59983661646198,1,0,0,0,1,0,0,0,0,1,35,12.25,42.875,150.0625,"7700","21","3380","6"
19.2307692307692,2.95651156040071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"800","2","7280","14"
86.5384615384615,4.46058895717698,0,0,0,0,0,1,0,0,0,1,9,0.81,0.729,0.6561,"3050","10","2190","5"
23.5576923076923,3.1594524043974,1,0,0,1,0,0,0,0,0,1,7.5,0.5625,0.421875,0.31640625,"3420","10","5070","9"
16.6083916083916,2.80990808620883,0,0,0,0,1,0,0,0,0,1,9,0.81,0.729,0.6561,"1e+05","15","8090","18"
20,2.99573227355399,1,0,1,0,0,0,0,0,0,1,38,14.44,54.872,208.5136,"540","2","6990","12"
10.5769230769231,2.35867455964509,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"160","1","6170","10"
31.25,3.44201937618241,0,0,0,0,0,1,0,0,0,1,2,0.04,0.008,0.0016,"1240","3","7490","14"
14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"725","2","7870","17"
16.8269230769231,2.82298016777619,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"3150","10","8190","18"
21.6346153846154,3.07429459605709,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"2920","9","9570","22"
16.8269230769231,2.82298016777619,1,0,0,1,0,0,0,0,0,1,5.5,0.3025,0.166375,0.09150625,"850","2","6870","12"
20.6730769230769,3.02883222198034,0,0,1,0,0,0,0,0,0,1,35,12.25,42.875,150.0625,"5000","17","8190","18"
16.8269230769231,2.82298016777619,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"3245","10","8370","18"
10.989010989011,2.39689577246529,1,0,0,1,0,0,0,0,0,1,3.5,0.1225,0.042875,0.01500625,"5400","17","7970","18"
12.3076923076923,2.51022445777229,1,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"430","1","7080","13"
24.0384615384615,3.17965511171492,1,0,0,0,1,0,0,0,0,1,39,15.21,59.319,231.3441,"4920","16","7070","13"
30.7692307692308,3.42651518964645,0,0,0,0,0,1,0,0,0,1,12,1.44,1.728,2.0736,"160","1","4170","7"
21.978021978022,3.09004295302523,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"120","1","4470","8"
11.0576923076923,2.40312632221592,1,0,0,1,0,0,0,0,0,1,9,0.81,0.729,0.6561,"3600","11","8190","18"
30,3.40119738166216,1,0,0,0,1,0,0,0,0,1,16,2.56,4.096,6.5536,"110","1","7380","14"
4.32692307692308,1.46485668362299,1,0,0,1,0,0,0,0,0,1,3,0.09,0.027,0.0081,"3645","11","8090","18"
23.9316239316239,3.17520076136554,0,0,0,1,0,0,0,0,0,1,6,0.36,0.216,0.1296,"1540","4","770","4"
14.4230769230769,2.66882948794893,0,0,0,0,1,0,0,0,0,1,3,0.09,0.027,0.0081,"6520","19","770","4"
9.23076923076923,2.22254238532051,0,0,1,0,0,0,0,0,0,1,11,1.21,1.331,1.4641,"9130","22","8680","20"
12.9807692307692,2.5634689722911,1,0,0,0,1,0,0,0,0,1,14,1.96,2.744,3.8416,"5110","17","8090","18"
11.4285714285714,2.43611648561857,0,0,1,0,0,0,0,0,0,1,21,4.41,9.261,19.4481,"1e+05","15","1e+05","21"
23.5576923076923,3.1594524043974,1,0,1,0,0,0,0,0,0,1,37,13.69,50.653,187.4161,"3630","11","9480","22"
14.4230769230769,2.66882948794893,1,0,0,0,1,0,0,0,0,1,10,1,1,1,"4300","15","8590","19"
7.21153846153846,1.97568230738898,0,1,0,0,0,0,0,0,0,1,30,9,27,81,"9130","22","5090","9"
10.989010989011,2.39689577246529,0,0,0,1,0,0,0,0,0,1,18,3.24,5.832,10.4976,"4850","16","4470","8"
19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,0,0,1,17.5,3.0625,5.359375,9.37890625,"310","1","8680","20"
9.61538461538461,2.26336437984076,1,0,0,0,1,0,0,0,0,1,4,0.16,0.064,0.0256,"2000","6","8370","18"
9.61538461538461,2.26336437984076,0,0,0,0,1,0,0,0,0,1,1,0.01,0.001,1e-04,"4720","16","8680","20"
15.8653846153846,2.76413966775325,0,0,1,0,0,0,0,0,0,1,29,8.41,24.389,70.7281,"3930","12","7680","16"
25.6410256410256,3.24419363285249,0,0,1,0,0,0,0,0,0,1,20,4,8,16,"6820","19","770","4"
36.5384615384615,3.5983654465731,0,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"1520","4","490","2"
19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,0,0,1,7,0.49,0.343,0.2401,"4320","15","8990","21"
33.6538461538462,3.51612734833613,1,0,0,0,1,0,0,0,0,1,15,2.25,3.375,5.0625,"800","2","3490","6"
39.7336538461538,3.68219853252844,1,0,0,0,0,1,0,0,0,1,32,10.24,32.768,104.8576,"2310","8","7860","17"
22.0940170940171,3.09530685214477,0,0,1,0,0,0,0,0,0,1,14,1.96,2.744,3.8416,"20","1","5380","9"
12.2377622377622,2.50452643665765,0,0,0,0,1,0,0,0,0,1,5,0.25,0.125,0.0625,"2320","8","7860","17"
14.5,2.67414864942653,0,0,0,1,0,0,0,0,0,1,27.5,7.5625,20.796875,57.19140625,"4250","14","7770","16"
20.979020979021,3.04352293739034,1,0,0,1,0,0,0,0,0,1,29.5,8.7025,25.672375,75.73350625,"3535","10","8190","18"
22.5,3.11351530921037,0,0,0,1,0,0,0,0,0,1,28,7.84,21.952,61.4656,"860","2","6990","12"
42.3076923076923,3.74496892076498,0,0,0,0,1,0,0,0,0,1,9,0.81,0.729,0.6561,"1300","4","7290","14"
42.3076923076923,3.74496892076498,0,0,0,0,1,0,0,0,0,1,9,0.81,0.729,0.6561,"1300","4","7290","14"
13.9423076923077,2.63492793627325,0,0,0,1,0,0,0,0,0,1,13,1.69,2.197,2.8561,"9620","22","4870","9"
8.65384615384615,2.15800386418294,1,1,0,0,0,0,0,0,0,1,21,4.41,9.261,19.4481,"5620","17","4265","7"
57.6923076923077,4.05512384906882,0,0,0,0,0,1,0,0,0,1,35,12.25,42.875,150.0625,"1720","5","7890","17"
25,3.2188758248682,1,0,0,0,1,0,0,0,0,1,33,10.89,35.937,118.5921,"420","1","8270","18"
24.0384615384615,3.17965511171492,1,0,0,0,1,0,0,0,0,1,7,0.49,0.343,0.2401,"2000","6","8370","18"
24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,28,7.84,21.952,61.4656,"4220","14","7860","17"
20.9176788124157,3.04059467761125,0,0,0,0,0,1,0,0,0,1,4,0.16,0.064,0.0256,"430","1","6890","12"
8.65384615384615,2.15800386418294,1,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"4110","13","8680","20"
9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,0,0,1,7,0.49,0.343,0.2401,"5620","17","4970","9"
22.8,3.1267605359604,1,0,0,0,1,0,0,0,0,1,2,0.04,0.008,0.0016,"7840","21","1270","5"
24.0865384615385,3.18165311437759,1,0,0,0,1,0,0,0,0,1,21,4.41,9.261,19.4481,"5000","17","4670","9"
33.4134615384615,3.50895885885752,0,0,1,0,0,0,0,0,0,1,27,7.29,19.683,53.1441,"7150","20","8770","21"
17.9487179487179,2.88751868891376,0,0,0,0,1,0,0,0,0,1,19,3.61,6.859,13.0321,"150","1","4290","7"
15.8653846153846,2.76413966775325,1,0,0,1,0,0,0,0,0,1,16.5,2.7225,4.492125,7.41200625,"1e+05","17","7590","16"
24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,0,0,1,8,0.64,0.512,0.4096,"20","1","2570","6"
14,2.63905732961526,0,0,0,1,0,0,0,0,0,1,4.5,0.2025,0.091125,0.04100625,"9130","22","2490","6"
33.6538461538462,3.51612734833613,0,0,1,0,0,0,0,0,0,1,23,5.29,12.167,27.9841,"8965","21","3895","6"
16.1713286713287,2.78323983912667,0,0,1,0,0,0,0,0,0,1,24,5.76,13.824,33.1776,"9620","22","4070","7"
12.6518218623482,2.53780122554252,1,0,0,0,1,0,0,0,0,1,36,12.96,46.656,167.9616,"5860","17","8090","18"
16.6420118343195,2.8119303315896,1,0,0,1,0,0,1,0,0,0,16,2.56,4.096,6.5536,"4700","16","5390","9"
9.89010989010989,2.29153525680746,1,0,0,1,0,0,1,0,0,0,10.5,1.1025,1.157625,1.21550625,"4610","15","8290","18"
23.0769230769231,3.13883311719466,0,0,1,0,0,0,1,0,0,0,16,2.56,4.096,6.5536,"7750","21","3570","6"
16.8269230769231,2.82298016777619,0,0,0,1,0,0,1,0,0,0,3,0.09,0.027,0.0081,"1107","3","7370","14"
12.5,2.52572864430826,0,0,1,0,0,0,1,0,0,0,7,0.49,0.343,0.2401,"7750","21","3190","6"
10.5769230769231,2.35867455964509,0,0,0,0,1,0,1,0,0,0,1,0.01,0.001,1e-04,"5360","17","1280","5"
13.4615384615385,2.59983661646198,1,0,0,1,0,0,1,0,0,0,8.5,0.7225,0.614125,0.52200625,"2000","6","3970","6"
9.13461538461539,2.21207108545321,1,0,1,0,0,0,1,0,0,0,19,3.61,6.859,13.0321,"4020","13","8680","20"
21.1153846153846,3.05000190348805,0,0,1,0,0,0,1,0,0,0,6,0.36,0.216,0.1296,"8740","21","2670","6"
11.5384615384615,2.44568593663472,1,0,0,1,0,0,1,0,0,0,18.5,3.4225,6.331625,11.71350625,"4720","16","8590","19"
15.3846153846154,2.7333680090865,0,0,0,0,1,0,1,0,0,0,37,13.69,50.653,187.4161,"5620","17","4970","9"
16.304347826087,2.79143181004126,0,0,1,0,0,0,1,0,0,0,6,0.36,0.216,0.1296,"9620","22","1270","5"
9.86193293885602,2.28868218782505,1,0,0,0,1,0,1,0,0,0,4,0.16,0.064,0.0256,"5620","17","4970","9"
12.0192307692308,2.48650793115497,0,0,0,1,0,0,1,0,0,0,10.5,1.1025,1.157625,1.21550625,"7750","21","3570","6"
11.8881118881119,2.4755388997844,0,0,1,0,0,0,1,0,0,0,9,0.81,0.729,0.6561,"310","1","8680","20"
14.4317307692308,2.6694293080209,1,0,0,1,0,0,1,0,0,0,28.5,8.1225,23.149125,65.97500625,"430","1","7770","16"
34.6153846153846,3.54429822530283,0,0,0,0,1,0,1,0,0,0,26,6.76,17.576,45.6976,"7700","21","3170","6"
11.9201923076923,2.47823379470273,0,0,1,0,0,0,1,0,0,0,17,2.89,4.913,8.3521,"5300","17","8660","20"
10,2.30258509299405,0,0,1,0,0,0,1,0,0,0,24,5.76,13.824,33.1776,"5610","17","2170","5"
26.3942307692308,3.27314545480226,0,0,1,0,0,0,1,0,0,0,26,6.76,17.576,45.6976,"7750","21","3490","6"
12.0192307692308,2.48650793115497,0,0,1,0,0,0,1,0,0,0,6,0.36,0.216,0.1296,"4610","15","8290","18"
11.8596153846154,2.47313896341602,1,0,0,1,0,0,1,0,0,0,14.5,2.1025,3.048625,4.42050625,"8965","21","2170","5"
19.2307692307692,2.95651156040071,1,0,0,0,0,1,1,0,0,0,20,4,8,16,"5700","17","8190","18"
15.8653846153846,2.76413966775325,1,0,0,0,1,0,1,0,0,0,7,0.49,0.343,0.2401,"2145","7","7270","14"
13.6752136752137,2.61558497343012,1,0,1,0,0,0,1,0,0,0,43,18.49,79.507,341.8801,"8720","21","3960","6"
